analysis_set,signature_id,time_window,time_label,pathway,tier,pathway_method,cohort_count,total_paired_n,pooled_spearman_rho,ci_low,ci_high,prediction_low,prediction_high,tau2_fisher_z,i2_percent,direction_consistency,p_value,fdr_within_analysis_window_tier
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_SECONDARY,SINGSCORE,4,118,-0.1604369381389352,-0.3749164256905514,0.0703447649515744,-0.4429529763568101,0.151063275521313,0.0,0.0,1.0,0.1133454696359205,0.5042285889268483
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_SECONDARY,SINGSCORE,4,118,-0.021789572500281,-0.2037247469871443,0.1616003139291572,-0.2651801361436567,0.2242115031408559,0.0,0.0,0.5,0.7324327564922705,0.9076960448738468
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_SECONDARY,SINGSCORE,4,118,0.097546297449157,-0.4463393997441934,0.588804744907613,-0.8938299385415771,0.9269636959818028,0.0948751364021968,71.73948652417582,0.5,0.6274263633658759,0.861070490309654
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_G2M_CHECKPOINT,HALLMARK_SECONDARY,SINGSCORE,4,118,0.1343252484055908,-0.193009156801485,0.4347548585962523,-0.4085116845128994,0.6069684820086144,0.0066946218522864,12.94347506999558,0.75,0.2841961638834932,0.6564531109421534
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_GLYCOLYSIS,HALLMARK_SECONDARY,SINGSCORE,4,118,0.1116643136654014,-0.2460944397799629,0.4426445825234494,-0.5400553746467567,0.6796684806272486,0.0146823491638398,27.680298055399753,0.5,0.3984988855198587,0.7416992413649308
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_SECONDARY,SINGSCORE,4,118,-0.176075924449975,-0.4951226367566076,0.1848152462140838,-0.722038426324343,0.5050261101047944,0.0159521172207866,28.758357116996425,0.75,0.218504745722802,0.5976913176700417
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_HEME_METABOLISM,HALLMARK_SECONDARY,SINGSCORE,4,118,0.0168793253260875,-0.1746452958165338,0.2071732291273363,-0.2397484299976864,0.2713022829118938,0.0,0.0,0.5,0.7991595716856478,0.9152792610263756
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_HYPOXIA,HALLMARK_SECONDARY,SINGSCORE,4,118,-0.0845927194892051,-0.3722105992568376,0.2178482392412373,-0.4656630053494185,0.3229412851917315,0.000259094497307,0.0,0.75,0.4430337907329021,0.7529278930590254
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_SECONDARY,SINGSCORE,4,118,0.0992541916019508,-0.3007009252779556,0.4695197938801957,-0.678631002546391,0.7721925681578191,0.029746107579597,43.775755452741734,0.5,0.4957369329824628,0.7781727851392267
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_SECONDARY,SINGSCORE,4,118,0.0980426835257704,-0.0865811381364337,0.276155863840638,-0.1508136431469295,0.3352134427292488,0.0,0.0,0.75,0.189498748069342,0.5928909379075484
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_INFLAMMATORY_RESPONSE,PRESET_PRIMARY,SINGSCORE,4,118,0.0941861323840799,-0.288350360851925,0.4507956093342398,-0.6368420236995094,0.736036862662999,0.0236674338565743,38.07738304757846,0.5,0.4981832682582429,0.6909960491921687
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_INTERFERON_ALPHA_RESPONSE,PRESET_PRIMARY,SINGSCORE,4,118,0.0319483417080789,-0.3115628355044853,0.3680742770664145,-0.5667920296566736,0.6086047265653015,0.012202918825376,23.93944996639408,0.5,0.7927086691835924,0.8824261075071229
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_INTERFERON_GAMMA_RESPONSE,PRESET_PRIMARY,SINGSCORE,4,118,0.0311637129428167,-0.3525366245268882,0.4058936517167602,-0.688305430790037,0.719725881502368,0.0256825453267545,40.28486352081574,0.5,0.8199105013469316,0.8824261075071229
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_SECONDARY,SINGSCORE,4,118,-0.2635585794529029,-0.5760705665655655,0.1161769660834673,-0.7991317583415938,0.5052624416941099,0.0221192926570791,36.48676860327396,1.0,0.1128503087193787,0.5042285889268483
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_SECONDARY,SINGSCORE,4,118,0.0160233515976579,-0.4091806938032913,0.4355098433982309,-0.7904123010871139,0.8021377574377934,0.0439549268780619,53.87646656672973,0.5,0.9170479049966253,0.9750529207444962
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_MITOTIC_SPINDLE,HALLMARK_SECONDARY,SINGSCORE,4,118,0.1942814356936048,-0.3691971609294822,0.6533139565748493,-0.8779885217168609,0.9425572838187052,0.0983732195895598,72.662770403679,0.75,0.362350134436953,0.7225901241169576
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_MTORC1_SIGNALING,HALLMARK_SECONDARY,SINGSCORE,4,118,0.1379408835643635,-0.3450743961709588,0.5631903495464513,-0.8088125370317707,0.885618850187075,0.0615326466461708,62.18040313080175,0.5,0.4408863422979039,0.7529278930590254
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_MYC_TARGETS_V1,HALLMARK_SECONDARY,SINGSCORE,4,118,0.0630006284456951,-0.3562171089013105,0.4611058688145446,-0.7465174952261091,0.7973195312918027,0.0383602950284095,50.332157774542495,0.5,0.676258741162352,0.8836654329317072
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_MYC_TARGETS_V2,HALLMARK_SECONDARY,SINGSCORE,4,118,-0.0173216395792091,-0.3454604119788985,0.3145913871775468,-0.567267490444038,0.5433085018757691,0.0095654226853177,19.03752340916868,0.5,0.8825042029153902,0.9553180810437228
