signature_id,classification_window,drift_architecture,classification_reason,stage3_pooled_delta_z,stage3_I2_percent,stage3_prediction_lower,stage3_prediction_upper,median_patient_dominance_ratio,median_patient_cancellation_index,median_patient_absolute_contribution_sum,leading_gene,leading_gene_pooled_absolute_share,dominant_gene_cohort_identity_fraction,material_gene_count,stage3_direction_consistency
SIG001,T2,COHORT_DEPENDENT_DRIFT,high total-score heterogeneity or inconsistent dominant gene across cohorts,-0.8550776766665187,87.39226194985913,-2.1757325775205043,0.4655772241874667,0.2908352105814696,0.29453981420706266,1.5525541469462145,CEACAM1,0.30681644628378335,0.6,2,1.0
SIG002,T2,CONSISTENT_MULTIGENE_DRIFT,multiple genes contribute materially and total direction is consistent,-0.6885895701194436,0.0,-0.982013568680222,-0.3951655715586651,0.5212995658435897,0.5021119819198594,1.842990169674626,PLAC8,0.5968923290940551,1.0,2,1.0
SIG003,T2,SINGLE_GENE_DOMINANT_DRIFT,dominance ratio and dominant-gene identity thresholds met,-0.8986462115572165,0.0,-1.3536923718150016,-0.4436000512994315,0.6841495731006435,0.0,1.2409803350521111,PLAC8,0.5990260978958999,0.6,2,1.0
SIG004,T2,SINGLE_GENE_DOMINANT_DRIFT,dominance ratio and dominant-gene identity thresholds met,0.6972451968898257,31.161914648730605,-0.1499010743960421,1.5443914681756934,0.6103577495869289,0.3295372644306413,1.2409641575091035,NLRP1,0.4850903306029312,0.8,2,1.0
SIG022,T2,COHORT_DEPENDENT_DRIFT,high total-score heterogeneity or inconsistent dominant gene across cohorts,0.1390210567724545,82.2218807936682,-0.7200438635112723,0.9980859770561814,0.3893891341844484,0.5073586619817227,1.1588944268871038,HK3,0.2777224018161965,0.8,3,0.8
SIG023,T2,SINGLE_GENE_DOMINANT_DRIFT,dominance ratio and dominant-gene identity thresholds met,-0.0526105270909897,44.117593692496605,-0.5196200460702431,0.4143989918882635,0.7353623182979356,0.0,0.6559988929220928,FAM89A,0.7538303813316685,0.8,2,0.6
SIG033,T2,COHORT_DEPENDENT_DRIFT,high total-score heterogeneity or inconsistent dominant gene across cohorts,-0.1197454988812969,18.539019733832227,-0.4678262724082038,0.2283352746456099,0.33883730266985823,0.609714276473799,1.6980880854705158,LTB,0.28822186809529254,0.4,4,0.8
SIG034,T2,COHORT_DEPENDENT_DRIFT,high total-score heterogeneity or inconsistent dominant gene across cohorts,-0.0701561181295709,18.915976820016656,-0.4506087046200664,0.3102964683609245,0.09816960262354338,0.7734744031200139,2.3273103340746184,DEFA4,0.09677327476225764,0.2,0,0.4
