signature_id,time_window,gene,gene_group,analysis_set,cohort_n,patient_n,pooled_contribution,pooled_se,ci95_lower,ci95_upper,tau2,I2_percent,prediction_lower,prediction_upper,direction_consistency,p_value,cohorts,fdr_within_signature_window
SIG001,T1,BATF,UP_GEOMETRIC_MEAN,STRICT_NEVER_USED,2,113,-0.006808530163486983,0.003202587301702804,-0.04750126010522043,0.03388419977824647,0.0,0.0,,,1.0,0.2799032462987205,GSE236713;GSE95233,
SIG001,T1,C3AR1,UP_GEOMETRIC_MEAN,ALL_COHORTS,4,172,0.01048811598040428,0.02805587565308101,-0.07879820183325809,0.09977443379406664,0.002599014924625761,84.37215892321127,-0.2398858706502907,0.26086210261109927,0.75,0.7333874414074563,GSE236713;GSE57065;GSE95233;GSE54514,
SIG001,T1,C3AR1,UP_GEOMETRIC_MEAN,PRESPECIFIED_NON_PILOT_ONLY,2,113,0.0070986368449313915,0.006184114018003071,-0.07147798198125535,0.08567525567111814,0.0,0.0,,,1.0,0.4562375314504987,GSE236713;GSE95233,
SIG001,T1,C3AR1,UP_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,4,172,0.01048811598040428,0.02805587565308101,-0.07879820183325809,0.09977443379406664,0.002599014924625761,84.37215892321127,-0.2398858706502907,0.26086210261109927,0.75,0.7333874414074563,GSE236713;GSE57065;GSE95233;GSE54514,0.806726185548202
SIG001,T1,C3AR1,UP_GEOMETRIC_MEAN,STRICT_NEVER_USED,2,113,0.0070986368449313915,0.006184114018003071,-0.07147798198125535,0.08567525567111814,0.0,0.0,,,1.0,0.4562375314504987,GSE236713;GSE95233,
SIG001,T1,FAM214A,DOWN_GEOMETRIC_MEAN,ALL_COHORTS,4,172,-0.022275780777843836,0.010532181091443904,-0.05579388157889427,0.011242320023206593,0.00019342239906545763,44.05174201811919,-0.09733817355158177,0.05278661199589409,1.0,0.12477065679346226,GSE236713;GSE57065;GSE95233;GSE54514,
SIG001,T1,FAM214A,DOWN_GEOMETRIC_MEAN,PRESPECIFIED_NON_PILOT_ONLY,2,113,-0.03078815142260512,0.01995137107397764,-0.28429435706109407,0.22271805421588384,0.0006171254203390135,74.86163836149959,,,1.0,0.36604542215534175,GSE236713;GSE95233,
SIG001,T1,FAM214A,DOWN_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,4,172,-0.022275780777843836,0.010532181091443904,-0.05579388157889427,0.011242320023206593,0.00019342239906545763,44.05174201811919,-0.09733817355158177,0.05278661199589409,1.0,0.12477065679346226,GSE236713;GSE57065;GSE95233;GSE54514,0.27041240968021213
SIG001,T1,FAM214A,DOWN_GEOMETRIC_MEAN,STRICT_NEVER_USED,2,113,-0.03078815142260512,0.01995137107397764,-0.28429435706109407,0.22271805421588384,0.0006171254203390135,74.86163836149959,,,1.0,0.36604542215534175,GSE236713;GSE95233,
SIG001,T1,TGFBI,DOWN_GEOMETRIC_MEAN,ALL_COHORTS,4,172,-0.051777802261568376,0.01523541275550469,-0.100263685294805,-0.0032919192283317467,0.0005428067619965104,36.431811723914194,-0.17155275523902253,0.06799715071588577,1.0,0.04250765173403743,GSE236713;GSE57065;GSE95233;GSE54514,
SIG001,T1,TGFBI,DOWN_GEOMETRIC_MEAN,PRESPECIFIED_NON_PILOT_ONLY,2,113,-0.05380444096864856,0.034231229020989025,-0.4887534452890311,0.38114456335173397,0.00173889437946748,68.45065562806079,,,1.0,0.3607239786523757,GSE236713;GSE95233,
SIG001,T1,TGFBI,DOWN_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,4,172,-0.051777802261568376,0.01523541275550469,-0.100263685294805,-0.0032919192283317467,0.0005428067619965104,36.431811723914194,-0.17155275523902253,0.06799715071588577,1.0,0.04250765173403743,GSE236713;GSE57065;GSE95233;GSE54514,0.27041240968021213
SIG001,T1,TGFBI,DOWN_GEOMETRIC_MEAN,STRICT_NEVER_USED,2,113,-0.05380444096864856,0.034231229020989025,-0.4887534452890311,0.38114456335173397,0.00173889437946748,68.45065562806079,,,1.0,0.3607239786523757,GSE236713;GSE95233,
SIG001,T1,MTCH1,DOWN_GEOMETRIC_MEAN,ALL_COHORTS,4,172,0.0003587169409456128,0.002562611659676429,-0.007796657067270012,0.008514090949161238,0.0,0.0,-0.010667311111712334,0.011384744993603561,0.25,0.8975446910479532,GSE236713;GSE57065;GSE95233;GSE54514,
SIG001,T1,MTCH1,DOWN_GEOMETRIC_MEAN,PRESPECIFIED_NON_PILOT_ONLY,2,113,0.0024926517823328975,0.0026154318470470272,-0.030739560740431382,0.03572486430509718,0.0,0.0,,,0.5,0.5152991169719427,GSE236713;GSE95233,
SIG001,T1,MTCH1,DOWN_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,4,172,0.0003587169409456128,0.002562611659676429,-0.007796657067270012,0.008514090949161238,0.0,0.0,-0.010667311111712334,0.011384744993603561,0.25,0.8975446910479532,GSE236713;GSE57065;GSE95233;GSE54514,0.8975446910479531
SIG001,T1,MTCH1,DOWN_GEOMETRIC_MEAN,STRICT_NEVER_USED,2,113,0.0024926517823328975,0.0026154318470470272,-0.030739560740431382,0.03572486430509718,0.0,0.0,,,0.5,0.5152991169719427,GSE236713;GSE95233,
SIG001,T1,RPGRIP1,DOWN_GEOMETRIC_MEAN,ALL_COHORTS,4,172,-0.05043011635070172,0.024933690459471074,-0.12978024743054692,0.02892001472914347,0.002214385696914457,88.5020612437658,-0.2795670630469571,0.17870683034555365,0.75,0.1363176230355009,GSE236713;GSE57065;GSE95233;GSE54514,
