dataset,platform,pathway,tier,source,reference_gene_count,mapped_gene_count,coverage_fraction,coverage_threshold_fraction,coverage_threshold_count,compatible
GSE8121,GPL570,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,199,195,0.9798994974874372,0.7,10,YES
GSE8121,GPL570,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,87,87,1.0,0.7,10,YES
GSE8121,GPL570,HALLMARK_INFLAMMATORY_RESPONSE,PRESET_PRIMARY,MSigDB_HALLMARK_2026.1.Hs,200,199,0.995,0.7,10,YES
GSE8121,GPL570,HALLMARK_INTERFERON_ALPHA_RESPONSE,PRESET_PRIMARY,MSigDB_HALLMARK_2026.1.Hs,97,92,0.9484536082474226,0.7,10,YES
GSE8121,GPL570,HALLMARK_INTERFERON_GAMMA_RESPONSE,PRESET_PRIMARY,MSigDB_HALLMARK_2026.1.Hs,200,193,0.965,0.7,10,YES
GSE8121,GPL570,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,200,192,0.96,0.7,10,YES
GSE8121,GPL570,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,200,196,0.98,0.7,10,YES
GSE8121,GPL570,HALLMARK_MITOTIC_SPINDLE,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,199,197,0.9899497487437184,0.7,10,YES
GSE8121,GPL570,HALLMARK_MTORC1_SIGNALING,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,200,189,0.945,0.7,10,YES
GSE8121,GPL570,HALLMARK_MYC_TARGETS_V1,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,200,185,0.925,0.7,10,YES
GSE8121,GPL570,HALLMARK_MYC_TARGETS_V2,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,58,55,0.9482758620689656,0.7,10,YES
GSE8121,GPL570,HALLMARK_MYOGENESIS,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,200,196,0.98,0.7,10,YES
GSE8121,GPL570,HALLMARK_NOTCH_SIGNALING,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,32,31,0.96875,0.7,10,YES
GSE8121,GPL570,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PRESET_PRIMARY,MSigDB_HALLMARK_2026.1.Hs,200,181,0.905,0.7,10,YES
GSE8121,GPL570,HALLMARK_P53_PATHWAY,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,200,190,0.95,0.7,10,YES
GSE8121,GPL570,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,40,40,1.0,0.7,10,YES
GSE8121,GPL570,HALLMARK_PEROXISOME,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,104,101,0.971153846153846,0.7,10,YES
GSE8121,GPL570,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,105,104,0.9904761904761904,0.7,10,YES
GSE8121,GPL570,HALLMARK_PROTEIN_SECRETION,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,96,95,0.9895833333333334,0.7,10,YES
GSE8121,GPL570,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,49,48,0.979591836734694,0.7,10,YES
GSE8121,GPL570,HALLMARK_SPERMATOGENESIS,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,135,131,0.9703703703703704,0.7,10,YES
GSE8121,GPL570,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,54,52,0.9629629629629628,0.7,10,YES
GSE8121,GPL570,HALLMARK_TNFA_SIGNALING_VIA_NFKB,PRESET_PRIMARY,MSigDB_HALLMARK_2026.1.Hs,200,194,0.97,0.7,10,YES
GSE8121,GPL570,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,113,104,0.9203539823008848,0.7,10,YES
GSE8121,GPL570,HALLMARK_UV_RESPONSE_DN,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,144,136,0.9444444444444444,0.7,10,YES
GSE8121,GPL570,HALLMARK_UV_RESPONSE_UP,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,158,154,0.9746835443037974,0.7,10,YES
GSE8121,GPL570,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,42,41,0.9761904761904762,0.7,10,YES
GSE8121,GPL570,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_SECONDARY,MSigDB_HALLMARK_2026.1.Hs,200,193,0.965,0.7,10,YES
GSE8121,GPL570,Cross-presentation of particulate exogenous antigens (phagosomes),REACTOME_SUPPLEMENT,REACTOME_CURRENT_2026-07-16,8,8,1.0,0.7,10,NO
GSE8121,GPL570,Neutrophil degranulation,REACTOME_SUPPLEMENT,REACTOME_CURRENT_2026-07-16,478,450,0.9414225941422594,0.7,10,YES
GSE8121,GPL570,TCR signaling,REACTOME_SUPPLEMENT,REACTOME_CURRENT_2026-07-16,113,101,0.8938053097345132,0.7,10,YES
