signature_id,time_window,gene,omitted_dataset,cohort_n,pooled_contribution,ci95_lower,ci95_upper,tau2,I2_percent
SIG034,T2,DOK2,GSE54514,4,-0.005139063961991654,-0.008589497930304332,-0.0016886299936789764,0.0,0.0
SIG034,T2,DOK2,GSE110487,4,-0.00715209412193309,-0.016733846151959178,0.002429657908093,9.93336207205939e-07,0.0
SIG034,T2,DOK2,GSE8121,4,-0.010486538756436238,-0.02177801628504864,0.0008049387721761666,0.0,0.0
SIG034,T2,HLA-DPB1,GSE57065,4,-0.020943250028662902,-0.056418958344877666,0.014532458287551862,0.00044345937010463834,89.62076442402027
SIG034,T2,HLA-DPB1,GSE95233,4,-0.014602239332178498,-0.05500015831777767,0.02579567965342068,0.0005595279684566403,89.72422843943725
SIG034,T2,HLA-DPB1,GSE54514,4,-0.01704109606242972,-0.059161301972049,0.025079109847189564,0.0006135191032417204,89.907496180095
SIG034,T2,HLA-DPB1,GSE110487,4,-0.006636681560417796,-0.025481802463274097,0.012208439342438504,6.938006955125534e-05,58.96633719377441
SIG034,T2,HLA-DPB1,GSE8121,4,-0.02144508837341705,-0.05901642038966032,0.01612624364282622,0.00044828163229972373,82.30444440306162
SIG034,T2,BUB3,GSE57065,4,-0.009732931043553435,-0.025884779605042943,0.006418917517936072,8.391145655169989e-05,78.88447956831212
SIG034,T2,BUB3,GSE95233,4,-0.009725809140249847,-0.026560495754460685,0.007108877473960993,9.113069368330827e-05,77.91366363965444
SIG034,T2,BUB3,GSE54514,4,-0.009491745692749066,-0.026264099645963136,0.007280608260465005,8.96284059600314e-05,76.80053165674504
SIG034,T2,BUB3,GSE110487,4,-0.009025194621270514,-0.025490178011071885,0.007439788768530856,8.413231345467121e-05,74.05935666503319
SIG034,T2,BUB3,GSE8121,4,-0.015579383221879595,-0.0169361595070247,-0.014222606936734489,0.0,0.0
SIG034,T2,SMYD2,GSE57065,4,-0.01190256725483864,-0.038112267140392335,0.014307132630715052,0.00018438142432254033,80.19931357176651
SIG034,T2,SMYD2,GSE95233,4,-0.01294119449898806,-0.04123770882889507,0.015355319830918946,0.00022773638760212247,77.33309709170906
SIG034,T2,SMYD2,GSE54514,4,-0.016946536167473672,-0.044039375907798516,0.010146303572851172,0.00022419269859138535,83.18652966229182
SIG034,T2,SMYD2,GSE110487,4,-0.008380394689055508,-0.0254639927129787,0.008703203334867687,7.785742904213253e-05,72.18570574421823
SIG034,T2,SMYD2,GSE8121,4,-0.017828729507150965,-0.03985637872921123,0.004198919714909304,0.00012348382866017314,70.86106136892825
SIG034,T2,SIDT1,GSE57065,4,-0.01742144010121648,-0.060100750138252515,0.02525786993581956,0.00046227540645529634,68.21880253932868
SIG034,T2,SIDT1,GSE95233,4,-0.005516825763480645,-0.024695366454846216,0.013661714927884924,1.6850026490996936e-05,38.25770373688023
SIG034,T2,SIDT1,GSE54514,4,-0.026783849295142506,-0.0720833529507581,0.018515654360473095,0.0006221512768406746,72.30043142519142
SIG034,T2,SIDT1,GSE110487,4,-0.017852858461298467,-0.062267772210725575,0.026562055288128637,0.0005110937146365855,67.12662998846527
SIG034,T2,SIDT1,GSE8121,4,-0.028191855844681507,-0.06628580243274419,0.009902090743381178,0.0004046399371417489,62.23196166802602
SIG034,T2,EXOC2,GSE57065,4,0.010839072429056355,-0.003093457527505391,0.0247716023856181,3.862466140523991e-05,52.53951164747701
SIG034,T2,EXOC2,GSE95233,4,0.010952057999377597,-0.00461394775949173,0.026518063758246925,4.907468825948885e-05,51.417246637812106
SIG034,T2,EXOC2,GSE54514,4,0.015167693469559467,0.00037750202642648605,0.029957884912692447,5.3361015375753404e-05,47.18095135892875
SIG034,T2,EXOC2,GSE110487,4,0.007392169754438909,-0.0017324973575159278,0.01651683686639375,0.0,14.975166088559455
SIG034,T2,EXOC2,GSE8121,4,0.014971605720052048,-0.0003131912428348243,0.030256402682938922,6.162026738167162e-05,54.043982679787085
SIG034,T2,TRIB2,GSE57065,4,-0.03363980033197557,-0.11164789415517047,0.04436829349121933,0.0021037827019817013,89.42625857248791
SIG034,T2,TRIB2,GSE95233,4,-0.028005697427930198,-0.10909402999259654,0.05308263513673614,0.0022593620527856443,88.13955707032373
SIG034,T2,TRIB2,GSE54514,4,-0.03645167711391646,-0.11200463195941406,0.03910127773158113,0.00192801429368624,88.67218525458198
SIG034,T2,TRIB2,GSE110487,4,-0.0088994632368495,-0.03214530721471398,0.014346380741014983,8.883923033127065e-05,41.10068527262303
SIG034,T2,TRIB2,GSE8121,4,-0.03632582426404703,-0.11252502341094142,0.03987337488284737,0.0019571500852808787,87.50853663691235
SIG034,T2,KLRB1,GSE57065,4,-0.02622543131585393,-0.0810694492093435,0.02861858657763564,0.0008098858954519381,69.83083862084773
SIG034,T2,KLRB1,GSE95233,4,-0.021541171308058032,-0.0782174989591717,0.035135156343055626,0.0008536281998538858,67.93341730140988
SIG034,T2,KLRB1,GSE54514,4,-0.025966754328993976,-0.07948520730141521,0.02755169864342726,0.000761415006924129,69.76685965280464
SIG034,T2,KLRB1,GSE110487,4,-0.008168281372795435,-0.03180739050939354,0.015470827763802672,1.8288038836776014e-05,0.0
SIG034,T2,KLRB1,GSE8121,4,-0.03261685238240584,-0.08154089692802974,0.016307192163218062,0.0004017031443664897,43.76451054342929
