signature_id,time_window,gene,omitted_dataset,cohort_n,pooled_contribution,ci95_lower,ci95_upper,tau2,I2_percent
SIG023,T2,IFI44L,GSE54514,4,0.036473395765599534,-0.15297534196933826,0.2259221335005373,0.0003430521572400615,22.249956022157093
SIG023,T2,IFI44L,GSE110487,4,0.07535324872331155,-0.09374024119054848,0.2444467386371716,0.0,0.0
SIG023,T2,IFI44L,GSE8121,4,0.06602282524822686,-0.144937818681918,0.2769834691783717,0.00445264081008893,17.16426439718427
SIG033,T2,ADRB2,GSE57065,4,0.0003003884355616029,-0.1777660297001556,0.1783668065712788,0.01035919103054726,85.41840634377131
SIG033,T2,ADRB2,GSE95233,4,0.021729332319592027,-0.12672102485962716,0.17017968949881124,0.007092950997249303,82.76886489586236
SIG033,T2,ADRB2,GSE54514,4,-0.028314897679500576,-0.10358972168156579,0.04695992632256464,0.0013570624241966724,65.84701932856017
SIG033,T2,ADRB2,GSE110487,4,0.020138005385881057,-0.14495840462693094,0.18523441539869306,0.00828255560000955,79.64472653845914
SIG033,T2,ADRB2,GSE8121,4,0.0009293642501098374,-0.18242283169779955,0.18428156019801922,0.011084065983719733,84.93965244318736
SIG033,T2,CTSG,GSE57065,4,0.16149687820639946,-0.016868460032080757,0.3398622164448797,0.005854738779292267,53.56145361830892
SIG033,T2,CTSG,GSE95233,4,0.14270885651749804,-0.04184026613287484,0.3272579791678709,0.007981103697663876,70.48891718492305
SIG033,T2,CTSG,GSE54514,4,0.13573238989017775,-0.049463150877368856,0.32092793065772435,0.00829607837077426,71.39745618978522
SIG033,T2,CTSG,GSE110487,4,0.09412009982401517,0.021111098502830924,0.1671291011451994,0.0,0.0
SIG033,T2,CTSG,GSE8121,4,0.1545037483878794,0.01990959689314617,0.2890978998826126,0.005138978931245876,65.48707558480965
SIG033,T2,CX3CR1,GSE57065,4,-0.06066495534298205,-0.147437992092398,0.026108081406433906,0.0024981689255264626,85.35666945212303
SIG033,T2,CX3CR1,GSE95233,4,-0.0279163948167708,-0.10346204915533631,0.04762925952179471,0.0015353984070684478,72.29112822117617
SIG033,T2,CX3CR1,GSE54514,4,-0.04359499846477698,-0.14932422008975668,0.06213422316020273,0.003485886782068268,83.16154655452459
SIG033,T2,CX3CR1,GSE110487,4,-0.036750284659247935,-0.1358479403446063,0.06234737102611041,0.002864758444638731,78.30497045199854
SIG033,T2,CX3CR1,GSE8121,4,-0.062022991407308735,-0.157418744189329,0.03337276137471152,0.0025009688070665136,69.64482070295405
SIG033,T2,CXCR6,GSE57065,4,0.0017203510628073882,-0.04237190190747313,0.0458126040330879,0.0,63.406757561940296
SIG033,T2,CXCR6,GSE95233,4,7.043057954261847e-05,-0.03907616182512231,0.039217022984207546,0.0,54.57476378431002
SIG033,T2,CXCR6,GSE54514,4,0.050966285613391046,-0.13394348661651123,0.2358760578432933,0.005914802133438343,61.30837365764387
SIG033,T2,CXCR6,GSE110487,4,-0.0001403853029655581,-0.02288669262180287,0.022605922015871752,0.0,0.0
SIG033,T2,CXCR6,GSE8121,4,0.051997132234459155,-0.1461352097725259,0.2501294742414442,0.0076165227442604976,63.851461034295056
SIG033,T2,IL4R,GSE57065,4,0.12385949238804989,-0.04404833740507327,0.29176732218117307,0.010278911114854454,92.68669329936115
SIG033,T2,IL4R,GSE95233,4,0.11996354615689117,-0.04633622566039483,0.28626331797417714,0.009997596295336534,92.76557205167491
SIG033,T2,IL4R,GSE54514,4,0.11848539537430286,-0.04912751016033021,0.28609830090893595,0.01016511769369809,92.37312348564805
SIG033,T2,IL4R,GSE110487,4,0.08158038479576965,-0.02486184272082599,0.18802261231236528,0.0038234542521428275,80.89167853208671
SIG033,T2,IL4R,GSE8121,4,0.15926847128144453,0.05226293824542329,0.2662740043174658,0.002582998214393083,53.51802221684614
SIG033,T2,LTB,GSE57065,4,-0.19222473370551146,-0.42490125051235467,0.04045178310133174,0.020260305510474606,93.93918546770395
SIG033,T2,LTB,GSE95233,4,-0.1786771193802392,-0.40253973149961075,0.04518549273913236,0.018314428507632704,92.70588191782004
SIG033,T2,LTB,GSE54514,4,-0.19154394291099305,-0.4115834248090051,0.02849553898701898,0.017871719186367152,95.49475851923155
SIG033,T2,LTB,GSE110487,4,-0.16513998152726192,-0.3617447443757065,0.03146478132118263,0.014598360358887301,94.13115400247233
SIG033,T2,LTB,GSE8121,4,-0.2508407978006287,-0.3177519032945622,-0.18392969230669515,0.0,0.0
SIG033,T2,TMSB10,GSE57065,4,-0.18502515294343838,-0.5196135575732442,0.1495632516863675,0.037807502309724454,93.69175619204535
SIG033,T2,TMSB10,GSE95233,4,-0.19305187750762096,-0.5239905310814914,0.13788677606624947,0.03700870194649625,93.28569128536883
SIG033,T2,TMSB10,GSE54514,4,-0.0998066433450706,-0.2236677502520772,0.024054463561935996,0.005379736993785702,90.15971753289944
SIG033,T2,TMSB10,GSE110487,4,-0.17780769424386741,-0.5136363770532093,0.15802098856547445,0.037862006097630074,93.3803445593213
SIG033,T2,TMSB10,GSE8121,4,-0.21787066062129573,-0.4911649067711689,0.05542358552857746,0.02189951547942116,79.20047176919674
SIG034,T2,NQO2,GSE57065,4,-0.0155162266348255,-0.04322031756371889,0.01218786429406789,0.00027326466411039374,89.1488422703846
SIG034,T2,NQO2,GSE95233,4,-0.010103196501428808,-0.046818765279043065,0.026612372276185445,0.00048753935365240944,92.47432039168652
SIG034,T2,NQO2,GSE54514,4,-0.007414215965011665,-0.04161541499766987,0.026786983067646538,0.00042478600930301807,92.34360628605836
SIG034,T2,NQO2,GSE110487,4,-0.0010599871726351413,-0.022253357463728363,0.02013338311845808,9.367877059500604e-05,61.80633294219638
SIG034,T2,NQO2,GSE8121,4,-0.012906409783619576,-0.04758951203082981,0.021776692463590663,0.00042915262377534277,90.57600690677717
SIG034,T2,SLPI,GSE57065,4,0.05129573464142671,-0.03982121457410387,0.1424126838569573,0.0027005699874767235,85.35550252948731
SIG034,T2,SLPI,GSE95233,4,0.04343711835890892,-0.04510809757277196,0.1319823342905898,0.00244681483048036,80.98168942452571
SIG034,T2,SLPI,GSE54514,4,0.061504475629405524,-0.006297387308714063,0.1293063385675251,0.001330644476148629,79.87311629627315
SIG034,T2,SLPI,GSE110487,4,0.03353282339128576,-0.017951030942515038,0.08501667772508656,0.00069931122993348,70.27451319668772
SIG034,T2,SLPI,GSE8121,4,0.05618772077394645,-0.032091509554520455,0.14446695110241337,0.002469503071263868,81.99113234827288
SIG034,T2,ORM1,GSE57065,4,0.022916810729170754,-0.0022991661224105106,0.04813278758075202,0.0,0.8914292780013353
SIG034,T2,ORM1,GSE95233,4,0.03740290411646364,-0.026473629364377534,0.10127943759730482,0.0010174088493173812,69.06102112682233
SIG034,T2,ORM1,GSE54514,4,0.04016815242584075,-0.008115065395151458,0.08845137024683296,0.0005271216491034168,62.07429310215431
SIG034,T2,ORM1,GSE110487,4,0.03017036855907851,-0.032069497721240806,0.09241023483939782,0.0009352814070224607,66.77878024090094
SIG034,T2,ORM1,GSE8121,4,0.03798261952087597,-0.02665849761316471,0.10262373665491664,0.001027804748795375,66.56826384528522
SIG034,T2,KLHL2,GSE57065,4,-0.02105173105715945,-0.0515045903539355,0.009401128239616599,0.00021875183734539023,66.86314179638354
SIG034,T2,KLHL2,GSE95233,4,-0.01687705873289968,-0.04757590372709568,0.01382178626129632,0.0002538194026564349,70.76250389084855
SIG034,T2,KLHL2,GSE54514,4,-0.025599514839603342,-0.04479252805468893,-0.006406501624517755,6.958978093470457e-05,38.38793230716386
SIG034,T2,KLHL2,GSE110487,4,-0.014052609791380476,-0.035740534804404,0.007635315221643048,0.0,20.052739610194216
SIG034,T2,KLHL2,GSE8121,4,-0.018856669982523448,-0.052048032797041704,0.014334692831994806,0.00029133478189434785,68.53999033064775
SIG034,T2,ANXA3,GSE57065,4,-0.04445956915368023,-0.06613411241274478,-0.02278502589461568,5.7407060185889185e-05,36.66581980741062
SIG034,T2,ANXA3,GSE95233,4,-0.04267720532570293,-0.06477259833426079,-0.02058181231714508,7.392626805200794e-05,37.444778235504614
SIG034,T2,ANXA3,GSE54514,4,-0.04685707982453552,-0.06143539942221922,-0.03227876022685182,1.3496234872734491e-05,0.0
SIG034,T2,ANXA3,GSE110487,4,-0.03907751819232396,-0.05489743255383506,-0.023257603830812865,0.0,0.0
SIG034,T2,ANXA3,GSE8121,4,-0.048555344308925656,-0.06676346233281212,-0.03034722628503919,0.0,14.102812376534901
SIG034,T2,TXN,GSE57065,4,-0.01612281083420176,-0.03711411597316128,0.004868494304757755,7.920623365666231e-05,60.64668506375013
SIG034,T2,TXN,GSE95233,4,-0.015382391273647784,-0.03835979245814221,0.007595009910846644,0.00011068303680408109,60.66951043670117
SIG034,T2,TXN,GSE54514,4,-0.021363815505102156,-0.029439240502488313,-0.013288390507716,0.0,0.0
SIG034,T2,TXN,GSE110487,4,-0.014497830168022656,-0.030994702001075576,0.0019990416650302618,0.0,33.95175185290418
SIG034,T2,TXN,GSE8121,4,-0.016679214541647377,-0.039580176558906874,0.006221747475612119,0.00010257525177641082,58.29070855636973
SIG034,T2,AQP9,GSE57065,4,-0.010102254769798733,-0.027825900722871222,0.0076213911832737555,8.355511075426784e-05,66.77343603383203
SIG034,T2,AQP9,GSE95233,4,-0.008563942292656479,-0.028022048780019994,0.010894164194707035,0.00011292981497821586,76.63554733627348
SIG034,T2,AQP9,GSE54514,4,-0.005488126123954193,-0.022341901923810987,0.0113656496759026,8.37292031746346e-05,73.77911220008656
SIG034,T2,AQP9,GSE110487,4,-0.0014131836277310429,-0.011868326670808192,0.009041959415346107,0.0,11.72799987481782
SIG034,T2,AQP9,GSE8121,4,-0.009456850894167534,-0.028063942371860832,0.009150240583525763,0.00010060418186736458,74.038930094776
SIG034,T2,BCL6,GSE57065,4,-0.010506940784364758,-0.030932072826131897,0.009918191257402379,7.273383851258971e-05,46.529348919094694
SIG034,T2,BCL6,GSE95233,4,-0.008776057576124553,-0.036063898085390164,0.018511782933141062,0.0002016477521776059,68.65739523665955
SIG034,T2,BCL6,GSE54514,4,-0.0024205941361130794,-0.02114949969087497,0.01630831141864881,4.0952859521651705e-05,49.054650705181885
SIG034,T2,BCL6,GSE110487,4,-0.002732804092183841,-0.02184443160171156,0.016378823417343875,5.0004130073857736e-05,50.79724014491883
SIG034,T2,BCL6,GSE8121,4,-0.009060511104223871,-0.03571423197252801,0.01759320976408027,0.00019104695269571976,68.32128627661443
SIG034,T2,DOK3,GSE57065,4,-0.01044238431461251,-0.030982308383525545,0.010097539754300522,0.0001211113553986322,70.5945722869365
SIG034,T2,DOK3,GSE95233,4,-0.007889666768229322,-0.027097666716777963,0.01131833318031932,9.556548602787605e-05,63.98107613031403
SIG034,T2,DOK3,GSE54514,4,-0.008451816536292733,-0.027660410590077542,0.010756777517492076,0.00010000916654599718,67.85275358235745
SIG034,T2,DOK3,GSE110487,4,-0.007857458143332795,-0.026619884756175462,0.010904968469509873,9.194037089487708e-05,64.72900531316246
SIG034,T2,DOK3,GSE8121,4,-0.014537899087092333,-0.02253485822935209,-0.006540939944832578,0.0,0.0
SIG034,T2,PFKFB4,GSE57065,4,-0.008790318058260447,-0.03670047979306416,0.019119843676543263,0.00024339855078221262,84.78136892802304
SIG034,T2,PFKFB4,GSE95233,4,-0.006375446785426911,-0.036200808862825076,0.023449915291971258,0.0002758988332538469,84.36475791846962
SIG034,T2,PFKFB4,GSE54514,4,-0.0008732674009606739,-0.01592381799303284,0.014177283191111494,6.504496156947709e-05,69.45337456228506
SIG034,T2,PFKFB4,GSE110487,4,-0.006234784889616797,-0.03638613916610185,0.023916569386868262,0.000282332222785126,82.72333469863297
SIG034,T2,PFKFB4,GSE8121,4,-0.010976653260229962,-0.03375979543779849,0.011806488917338567,0.00010903788211307552,60.93578356943791
SIG034,T2,TYK2,GSE57065,4,0.008722802755620866,-0.013027055395095626,0.030472660906337358,0.00014956881501727368,81.22743330533746
SIG034,T2,TYK2,GSE95233,4,0.011349535080082957,-0.018063832197523597,0.04076290235768951,0.0002873349248250218,85.3168996031989
SIG034,T2,TYK2,GSE54514,4,0.017796851693890225,0.0037895994719530837,0.031804103915827366,3.1373020471880436e-05,54.20995303727057
SIG034,T2,TYK2,GSE110487,4,0.013435194683080864,-0.016880607743888474,0.043750997110050205,0.0003118831199127154,87.04823470906625
SIG034,T2,TYK2,GSE8121,4,0.013210593803989992,-0.017183314259455216,0.0436045018674352,0.0003136053459124481,87.06693638166344
SIG034,T2,BCL2L11,GSE57065,4,0.012429522728312601,-0.0010371626730017458,0.02589620812962695,5.2581851546358767e-05,77.57093080057604
SIG034,T2,BCL2L11,GSE95233,4,0.009640007403576996,-0.0011795135955184072,0.0204595284026724,2.353577426993532e-05,66.10428565618464
SIG034,T2,BCL2L11,GSE54514,4,0.01359064670759753,0.004334772502825979,0.02284652091236908,8.234461554809911e-06,32.9906573716856
SIG034,T2,BCL2L11,GSE110487,4,0.009604113186302981,0.00027673664569600673,0.018931489726909955,2.1464291137644242e-05,66.87816327567953
SIG034,T2,BCL2L11,GSE8121,4,0.012469601886970178,-0.0009861967408750158,0.025925400514815372,5.259252313725969e-05,77.63121707122251
SIG034,T2,BCAT1,GSE57065,4,0.009669174738711673,-0.019039389501382113,0.03837773897880546,0.0002023206210056552,61.279467521724065
SIG034,T2,BCAT1,GSE95233,4,0.016793270406658,-0.03032802669073577,0.06391456750405178,0.0006881305028582531,79.89617578370003
SIG034,T2,BCAT1,GSE54514,4,0.026144026847534658,-0.011455036531171105,0.06374309022624042,0.0003683543958464927,67.87269756891958
SIG034,T2,BCAT1,GSE110487,4,0.01797505970143327,-0.029528009609624237,0.06547812901249078,0.0007096858137688812,81.4508671535566
SIG034,T2,BCAT1,GSE8121,4,0.02384439302859514,-0.019973112173405708,0.06766189823059598,0.0005973770179439127,80.23032363627784
SIG034,T2,BTBD7,GSE57065,4,-0.003196237214951122,-0.010849802714250355,0.004457328284348111,1.5211376168936233e-05,65.92737509112263
SIG034,T2,BTBD7,GSE95233,4,-0.0027052597515221342,-0.010631034049377154,0.005220514546332886,1.691393872678364e-05,66.91020823725935
SIG034,T2,BTBD7,GSE54514,4,-0.0036114472613648944,-0.011246729960966506,0.004023835438236718,1.4129542650498822e-05,59.211213193090536
SIG034,T2,BTBD7,GSE110487,4,-0.0009612682771042481,-0.0038296109736133824,0.0019070744194048864,0.0,0.0
SIG034,T2,BTBD7,GSE8121,4,-0.0037484908026108868,-0.01062357288861341,0.003126591283391637,1.1470950036172714e-05,59.14462922824815
SIG034,T2,CEP55,GSE57065,4,-0.0394235849628273,-0.07601354475221822,-0.0028336251734363896,0.0004252682385943723,74.87073999731962
SIG034,T2,CEP55,GSE95233,4,-0.04078901071878856,-0.08129394366696216,-0.0002840777706149475,0.0005115694417793382,72.94500790916396
SIG034,T2,CEP55,GSE54514,4,-0.055002355462884005,-0.06623996873538017,-0.04376474219038784,0.0,0.0
SIG034,T2,CEP55,GSE110487,4,-0.03753596794696717,-0.07455088331681202,-0.0005210525771223162,0.000402147681800049,67.81128553825775
SIG034,T2,CEP55,GSE8121,4,-0.04193384351613428,-0.08235228817733188,-0.0015153988549366781,0.0005194806903568389,76.01223110037694
SIG034,T2,HMMR,GSE57065,4,-0.009514365140230616,-0.022412589142715537,0.003383858862254308,0.0,0.0
SIG034,T2,HMMR,GSE95233,4,-0.00901567041526551,-0.019636678288751028,0.0016053374582200072,0.0,0.0
SIG034,T2,HMMR,GSE54514,4,-0.013124107694302842,-0.03183007898124901,0.0055818635926433244,4.5122097743012434e-05,0.0
SIG034,T2,HMMR,GSE110487,4,-0.013056893906470553,-0.026209892625167177,9.610481222607076e-05,5.113407070990641e-06,0.0
SIG034,T2,HMMR,GSE8121,4,-0.008504110525887976,-0.018626679063754682,0.0016184580119787302,0.0,0.0
SIG034,T2,PRC1,GSE57065,4,-0.014265982364775946,-0.03543979694585829,0.006907832216306399,0.00010769313370114734,57.34609547780206
SIG034,T2,PRC1,GSE95233,4,-0.01319373368239865,-0.036068019636384424,0.00968055227158712,0.00011955749288357074,49.557167735934094
SIG034,T2,PRC1,GSE54514,4,-0.021491604156750554,-0.028427793144418293,-0.014555415169082816,0.0,0.0
SIG034,T2,PRC1,GSE110487,4,-0.015287745804742073,-0.039854769668271034,0.00927927805878689,0.00016000873668073036,57.4873453148908
SIG034,T2,PRC1,GSE8121,4,-0.01348370180198383,-0.03464745414462765,0.00768005054065999,0.00010821869871990431,54.09054379614721
SIG034,T2,KIF15,GSE57065,4,-0.0013001194622754857,-0.006925932827415128,0.004325693902864156,0.0,0.0
SIG034,T2,KIF15,GSE95233,4,-0.0009244697781414583,-0.005508558434423301,0.003659618878140385,0.0,0.0
SIG034,T2,KIF15,GSE54514,4,-0.0025049120572077765,-0.013423483079608771,0.008413658965193218,0.0,0.0
SIG034,T2,KIF15,GSE110487,4,-0.0013602251113310026,-0.008273212636210213,0.005552762413548207,0.0,0.0
SIG034,T2,KIF15,GSE8121,4,-0.0007910612778471441,-0.005557832129320539,0.0039757095736262515,0.0,0.0
SIG034,T2,CAMP,GSE57065,4,0.033980820341459085,-0.014216596621047718,0.0821782373039659,0.0006445011019168095,74.48238573414629
SIG034,T2,CAMP,GSE95233,4,0.03162640917308541,-0.026942503115117963,0.09019532146128878,0.0010123189274392206,75.8501468545943
SIG034,T2,CAMP,GSE54514,4,0.013409170381333902,-0.017321392331177993,0.0441397330938458,0.00014360759420621241,43.614688525702334
SIG034,T2,CAMP,GSE110487,4,0.02689348542010602,-0.033951978246099,0.08773894908631105,0.00113906958509132,80.12429745541773
SIG034,T2,CAMP,GSE8121,4,0.022977589480490536,-0.03672590522315912,0.08268108418414019,0.0010585676414995421,77.27688077692824
SIG034,T2,CEACAM8,GSE57065,4,-0.0027054610407762593,-0.05024393936537082,0.044833017283818305,0.0004798177522399087,55.84436640515268
SIG034,T2,CEACAM8,GSE95233,4,-0.006403674901643205,-0.07122333750143235,0.058415987698145946,0.0010609415066301273,66.51128342451247
SIG034,T2,CEACAM8,GSE54514,4,-0.022787645352442272,-0.06351693470597228,0.017941644001087734,0.0001943102381483949,36.722973874302085
SIG034,T2,CEACAM8,GSE110487,4,-0.012652255230949462,-0.08064201774460539,0.05533750728270647,0.001280641037984063,72.69892167943739
SIG034,T2,CEACAM8,GSE8121,4,-0.015915130064123928,-0.08298466426873384,0.051154404140485984,0.0012216330789833632,70.73725892951869
SIG034,T2,DEFA4,GSE57065,4,0.08291558605509247,0.016806682173348686,0.14902448993683626,0.0013593790928624512,77.90851965562335
SIG034,T2,DEFA4,GSE95233,4,0.08933460361740879,0.030454529836422134,0.14821467739839544,0.0009681430994225492,69.03025272880399
SIG034,T2,DEFA4,GSE54514,4,0.0803350816186089,0.014822550602689055,0.14584761263452875,0.001313223279201397,77.95467436393359
SIG034,T2,DEFA4,GSE110487,4,0.06187492009376487,0.04185902254175703,0.08189081764577272,0.0,0.0
SIG034,T2,DEFA4,GSE8121,4,0.0855879889691936,0.020944990739906147,0.15023098719848105,0.0012816487323618377,76.53852202112402
SIG034,T2,LCN2,GSE57065,4,-0.04447985420842252,-0.12843721496906657,0.039477506552221535,0.0023539159588651876,86.39321633252949
SIG034,T2,LCN2,GSE95233,4,-0.047258633471016685,-0.13487000634953716,0.040352739407503786,0.0025921733342815696,86.6834623507195
SIG034,T2,LCN2,GSE54514,4,-0.06486856690158498,-0.11643701378305356,-0.013300120020116393,0.0008010310234273204,77.25940331381341
SIG034,T2,LCN2,GSE110487,4,-0.03714206643179954,-0.10158720249721828,0.027303069633619198,0.0012213380260277281,78.54950549014676
SIG034,T2,LCN2,GSE8121,4,-0.05603183260096565,-0.1411856337585904,0.0291219685566591,0.0023899407276406636,84.12841474723622
SIG034,T2,CTSG,GSE57065,4,0.05780137422825696,-0.023468244423020812,0.13907099287953473,0.002117878519273623,81.3501292982605
SIG034,T2,CTSG,GSE95233,4,0.061731494906240206,-0.015629488400737926,0.13909247821321835,0.0018573383302591124,78.67559688108547
SIG034,T2,CTSG,GSE54514,4,0.05726836970365468,-0.023339669989033286,0.13787640939634266,0.002080056462751533,81.52344773559965
SIG034,T2,CTSG,GSE110487,4,0.034044957631920066,0.021674989210131203,0.04641492605370893,0.0,0.0
SIG034,T2,CTSG,GSE8121,4,0.060720060513863416,-0.017573176707651378,0.1390132977353782,0.0019305743184793974,79.9778203132466
SIG034,T2,AZU1,GSE57065,4,0.0469807635438729,-0.012983673382673908,0.10694520047041971,0.0011268460763862703,81.11299737186819
SIG034,T2,AZU1,GSE95233,4,0.05829707786950372,0.012318479004095086,0.10427567673491236,0.0004459622120108203,53.71860630903734
SIG034,T2,AZU1,GSE54514,4,0.04772485069391923,-0.012727889916513642,0.10817759130435209,0.0011547814187311105,81.24322849304318
SIG034,T2,AZU1,GSE110487,4,0.031916791453096297,0.0013453527939700886,0.0624882301122225,0.00018592579058146036,37.188563152916906
SIG034,T2,AZU1,GSE8121,4,0.05075857246166696,-0.00864445476493867,0.1101615996882726,0.001127861023030423,81.73752825921068
SIG034,T2,MAFB,GSE57065,4,-0.005777723487056405,-0.021839954282798096,0.010284507308685287,0.0,0.0
SIG034,T2,MAFB,GSE95233,4,-0.009598801489488636,-0.030438232343330075,0.011240629364352805,6.0530524147375965e-05,28.72134499581763
SIG034,T2,MAFB,GSE54514,4,-0.0073244542035013765,-0.025045876428092258,0.010396968021089505,2.051360635164428e-05,9.627734607420157
SIG034,T2,MAFB,GSE110487,4,-0.010524424066712551,-0.030106118494259412,0.009057270360834308,4.5569085052641054e-05,25.27058660760909
SIG034,T2,MAFB,GSE8121,4,-0.013870008078279239,-0.02718817578691023,-0.0005518403696482474,0.0,0.0
SIG034,T2,OASL,GSE57065,4,-0.0597621542161386,-0.15465943777283986,0.035135129340562656,0.0032141468473390095,91.84659721321896
SIG034,T2,OASL,GSE95233,4,-0.057105142388739906,-0.15266876573558713,0.03845848095810731,0.003250093615104439,91.7143815595311
SIG034,T2,OASL,GSE54514,4,-0.07084569828964896,-0.14681879743403387,0.005127400854735939,0.0018275254019360354,80.77875080536646
SIG034,T2,OASL,GSE110487,4,-0.032636870229250214,-0.0731368607800231,0.00786312032152267,0.0004830189919202294,70.06073040043779
SIG034,T2,OASL,GSE8121,4,-0.058312343896491155,-0.15424508297757122,0.03762039518458892,0.003283370369723327,91.70122799488779
SIG034,T2,UBE2L6,GSE57065,4,-0.0059631767586519405,-0.018769518466597024,0.006843164949293143,0.0,0.0
SIG034,T2,UBE2L6,GSE95233,4,0.0006219828241318623,-0.02592376645007104,0.027167732098334767,0.0001426745545589321,49.04033991458008
SIG034,T2,UBE2L6,GSE54514,4,-0.0010063322922645764,-0.026132633642692336,0.024119969058163184,0.00010822934361568118,47.38567735177729
SIG034,T2,UBE2L6,GSE110487,4,5.69577405155512e-05,-0.025099575264621893,0.025213490745652996,0.00011473038142606367,49.03890861698303
SIG034,T2,UBE2L6,GSE8121,4,0.0038761104841178616,-0.014641495179369517,0.02239371614760524,0.0,0.0
SIG034,T2,VAMP5,GSE57065,4,-0.0015563881227553032,-0.00997828249784108,0.006865506252330475,0.0,0.0
SIG034,T2,VAMP5,GSE95233,4,-0.003895976506442156,-0.009572302576782214,0.0017803495638979015,0.0,0.0
SIG034,T2,VAMP5,GSE54514,4,-0.0031480535204901523,-0.011489745731145773,0.005193638690165469,0.0,0.0
SIG034,T2,VAMP5,GSE110487,4,-0.00233062664192271,-0.011033864435683117,0.006372611151837697,0.0,0.0
SIG034,T2,VAMP5,GSE8121,4,0.0004076654703428489,-0.00891359579848151,0.009728926739167209,0.0,0.0
SIG034,T2,CCL2,GSE57065,4,0.0026124667805312064,-0.0038567256093845585,0.009081659170446971,7.352662377138326e-06,0.0
SIG034,T2,CCL2,GSE95233,4,0.004113813230874069,-0.00789543741408969,0.016123063875837826,1.927177261483402e-05,27.083402629707987
SIG034,T2,CCL2,GSE54514,4,0.008830004668337318,-0.0017907170098255994,0.019450726346500236,0.0,0.0
SIG034,T2,CCL2,GSE110487,4,0.0035572599431887768,-0.006646979705884421,0.013761499592261976,1.2476224166000436e-05,22.1611931608461
SIG034,T2,CCL2,GSE8121,4,0.0022971370142427765,-0.009315141564860761,0.013909415593346314,1.3213270478914896e-05,0.0
SIG034,T2,NAPA,GSE57065,4,0.0066379065166827025,-0.03634423197022722,0.04962004500359263,0.0005730456699322611,81.01710176527952
SIG034,T2,NAPA,GSE95233,4,0.006184493157137605,-0.03139481271205549,0.04376379902633071,0.0005000863317388051,89.98708442275128
SIG034,T2,NAPA,GSE54514,4,0.019650333643283984,-0.018849823465191515,0.05815049075175949,0.0004994777994719881,88.80327032971158
SIG034,T2,NAPA,GSE110487,4,0.011238685685824123,-0.036288756952556823,0.05876612832420507,0.0007792884950576684,91.29207840544848
SIG034,T2,NAPA,GSE8121,4,0.018977202671391382,-0.02249781334087848,0.06045221868366124,0.0005790957723884081,88.03831795455747
SIG034,T2,ATG3,GSE57065,4,0.005398297205084456,0.003662941582781997,0.007133652827386915,0.0,0.0
SIG034,T2,ATG3,GSE95233,4,0.00591979919691565,0.0032312242985560132,0.008608374095275288,0.0,0.0
SIG034,T2,ATG3,GSE54514,4,0.005500157094484077,0.0022886265688386843,0.00871168762012947,0.0,0.0
SIG034,T2,ATG3,GSE110487,4,0.006363947909648498,0.002753795650970825,0.009974100168326172,0.0,0.0
SIG034,T2,ATG3,GSE8121,4,0.005533696126060827,0.0026238998953308644,0.00844349235679079,0.0,0.0
SIG034,T2,VRK2,GSE57065,4,0.011050508448120569,-0.012215376446310409,0.03431639334255154,0.00015348027966889007,74.17444144158924
SIG034,T2,VRK2,GSE95233,4,0.010441448506654549,-0.012906127296634354,0.033789024309943454,0.00014807055095130805,70.77617230166754
SIG034,T2,VRK2,GSE54514,4,0.01707591302405036,0.003054085628335517,0.031097740419765204,2.1479397339273055e-05,0.0
SIG034,T2,VRK2,GSE110487,4,0.01451468135052098,-0.010968542684390818,0.039997905385432776,0.0002073585236125852,76.85652268023004
SIG034,T2,VRK2,GSE8121,4,0.0095982043148961,-0.011283633168126762,0.03048004179791896,0.0001206682227118549,70.09894080003352
SIG034,T2,TMEM123,GSE57065,4,0.0052984688278236184,-0.01526807284721391,0.02586501050286115,5.128172620209789e-05,31.649580216765138
SIG034,T2,TMEM123,GSE95233,4,0.0006877676628198134,-0.014966217226179706,0.01634175255181933,0.0,0.0
SIG034,T2,TMEM123,GSE54514,4,0.007952439097619411,-0.00983663205961936,0.025741510254858182,4.73494868806832e-05,13.625992185581387
SIG034,T2,TMEM123,GSE110487,4,0.010110807965032177,-0.009965750282533796,0.030187366212598148,4.194829560033227e-06,0.0
SIG034,T2,TMEM123,GSE8121,4,0.00335349716982656,-0.013011736740709164,0.019718731080362283,2.3021119706207825e-05,3.977088940096491
SIG034,T2,CASP7,GSE57065,4,0.0025632420662627564,-0.005922947032348292,0.011049431164873804,0.0,0.0
SIG034,T2,CASP7,GSE95233,4,0.006760696548945643,-0.020469694816652506,0.03399108791454379,0.0001357122355692245,59.99930782740226
SIG034,T2,CASP7,GSE54514,4,0.008984227074041196,-0.02074732351137562,0.038715777659458016,0.0001850682135373833,59.88305703576632
SIG034,T2,CASP7,GSE110487,4,0.008633730937800966,-0.010421059349805752,0.027688521225407686,4.17252855799159e-05,42.00616799221696
SIG034,T2,CASP7,GSE8121,4,0.005004442534044317,-0.020641146737054552,0.030650031805143186,9.545154119754224e-05,56.74077916908664
SIG034,T2,DOK2,GSE57065,4,-0.008369560496867113,-0.017874456319517465,0.0011353353257832367,7.682365630690154e-06,0.0
SIG034,T2,DOK2,GSE95233,4,-0.007053714945149667,-0.016283368287766702,0.0021759383974673694,0.0,0.0
