dataset,time_window,time_label,pathway,tier,paired_n,mean_delta_z,median_delta_z,se_delta_z,bootstrap_ci_low,bootstrap_ci_high,proportion_increasing,mean_ssgsea_delta_z,se_ssgsea_delta_z,p_value,fdr_within_dataset_window_tier
GSE110487,T2,T48,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_SECONDARY,31,-0.2524909034618983,-0.12562753522314082,0.14537668801498305,-0.5492981732152816,0.019238329645977603,0.45161290322580644,-0.28046762435548106,0.17819332689051345,0.0824216632176892,0.37183956738946117
GSE110487,T2,T48,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_SECONDARY,31,-0.06077756283315224,0.029160783538709063,0.14191008759278884,-0.32386200334439547,0.22500278258170534,0.5161290322580645,-0.11369515552253508,0.14899176919362359,0.668445685271513,0.8555009808771806
GSE110487,T2,T48,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_SECONDARY,31,-0.1829655560270417,-0.09159831402750238,0.13966894726989823,-0.44869378684676225,0.07510184111450098,0.41935483870967744,-0.2226285153260903,0.1544184865353533,0.19019768826047034,0.4587120716870167
GSE110487,T2,T48,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_SECONDARY,31,-0.020276801668137077,0.11117197176521762,0.13822604339506234,-0.2929765227941047,0.2439645960759774,0.5161290322580645,-0.0915328240753831,0.18639612007741818,0.8833742944298602,0.8833742944298602
GSE110487,T2,T48,HALLMARK_G2M_CHECKPOINT,HALLMARK_SECONDARY,31,0.06425310736405461,0.3076520906406323,0.1731171717645701,-0.2721656863395141,0.39341282626154506,0.5806451612903226,0.06757571609094283,0.17777798931420946,0.710522933302401,0.8568070666293659
GSE110487,T2,T48,HALLMARK_GLYCOLYSIS,HALLMARK_SECONDARY,31,0.07389401484038825,0.3295760448414984,0.18069231636517316,-0.2603383966065432,0.420582153001962,0.5806451612903226,0.001195377167226515,0.2131059561344956,0.6825767930974214,0.8555009808771806
GSE110487,T2,T48,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_SECONDARY,31,-0.18613158241977937,-0.34405808294293055,0.1519370921072217,-0.47207982930248044,0.11809235932852019,0.3548387096774194,-0.23013196156371496,0.15993602947908792,0.22055378425342798,0.48719827324501963
GSE110487,T2,T48,HALLMARK_HEME_METABOLISM,HALLMARK_SECONDARY,31,-0.2456637429075537,-0.22815076218756455,0.1501501248318017,-0.542790297476527,0.044379495597759715,0.3225806451612903,-0.2228054853434523,0.14654810381550698,0.10181430702351627,0.37183956738946117
GSE110487,T2,T48,HALLMARK_HYPOXIA,HALLMARK_SECONDARY,31,-0.06254867058367558,-0.06442978763090564,0.15606303773575425,-0.3656312929204357,0.2421001488045587,0.45161290322580644,-0.11163788356311198,0.197333872568032,0.6885739602182186,0.8555009808771806
GSE110487,T2,T48,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_SECONDARY,31,-0.24750602540574548,-0.19099671291037507,0.17304273370649748,-0.5876712393528184,0.08758240279434772,0.45161290322580644,-0.33174395470783696,0.1811085904444612,0.15262595558717115,0.39110401119212607
GSE110487,T2,T48,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_SECONDARY,31,-0.48258176419836246,-0.27134360575808286,0.20046713669859234,-0.8826115273867271,-0.120663042812699,0.3548387096774194,-0.5638392978118066,0.19047102711749292,0.01607157109145048,0.1394692122701416
GSE110487,T2,T48,HALLMARK_INFLAMMATORY_RESPONSE,PRESET_PRIMARY,31,-0.44456639964376016,-0.5310142625861762,0.21871798743421364,-0.9043819049311299,-0.035431769661587925,0.41935483870967744,-0.46900720549425073,0.22464844801512165,0.04209285055664755,0.12025652358043393
GSE110487,T2,T48,HALLMARK_INTERFERON_ALPHA_RESPONSE,PRESET_PRIMARY,31,0.13884425589343816,0.13310527841654937,0.15491914406861576,-0.14951295074148416,0.45285854037741535,0.5806451612903226,0.18995691015129107,0.14767047687843105,0.37012624331715627,0.5437011358361912
GSE110487,T2,T48,HALLMARK_INTERFERON_GAMMA_RESPONSE,PRESET_PRIMARY,31,0.29629127670639627,0.11822082523910735,0.1616467320522616,-0.020690584494321825,0.6059056496239152,0.6451612903225806,0.3151559321839957,0.15332448211885513,0.06680917976690774,0.12025652358043393
GSE110487,T2,T48,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_SECONDARY,31,-0.055657084325402506,-0.016020974497264636,0.11746692253595642,-0.2889782914166173,0.1791079993774504,0.45161290322580644,-0.05627694944194383,0.1445685447594503,0.6356349065288309,0.8555009808771806
GSE110487,T2,T48,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_SECONDARY,31,-0.3432681648912535,-0.08914385172613982,0.14804198281076347,-0.6493278668352818,-0.07783016043572245,0.41935483870967744,-0.3736658800721442,0.1878306892101986,0.02041012862489877,0.1394692122701416
GSE110487,T2,T48,HALLMARK_MITOTIC_SPINDLE,HALLMARK_SECONDARY,31,-0.19714583944962738,-0.13930729496732422,0.16805430924314177,-0.5220772139492411,0.12005096994642327,0.45161290322580644,-0.25767487421889157,0.15462440575951378,0.24075253495693405,0.48719827324501963
GSE110487,T2,T48,HALLMARK_MTORC1_SIGNALING,HALLMARK_SECONDARY,31,-0.33268999251827025,-0.12157979090324765,0.21158629185986993,-0.754289647648136,0.09840503420338077,0.41935483870967744,-0.27897339938980337,0.22147516743561402,0.1158668984151101,0.37183956738946117
GSE110487,T2,T48,HALLMARK_MYC_TARGETS_V1,HALLMARK_SECONDARY,31,0.4468029003791373,0.8440140787753704,0.21657935405535308,0.05077466644140265,0.8319352541831678,0.6451612903225806,0.45929857289488457,0.21709717318966504,0.039112762871242414,0.22908903967441985
GSE110487,T2,T48,HALLMARK_MYC_TARGETS_V2,HALLMARK_SECONDARY,31,0.6010753175224962,0.8332461831040804,0.20328365828737327,0.20960080896130728,0.9639689058189421,0.7419354838709677,0.6486274315948688,0.19928810031745578,0.003108189460494987,0.06371788394014724
GSE110487,T2,T48,HALLMARK_MYOGENESIS,HALLMARK_SECONDARY,31,-0.05841857089840111,0.10843729598253099,0.13592333620763927,-0.32618808848576764,0.18877087948047633,0.5483870967741935,-0.05340082586380144,0.16767404654521031,0.6673479783914484,0.8555009808771806
GSE110487,T2,T48,HALLMARK_NOTCH_SIGNALING,HALLMARK_SECONDARY,31,0.13361680113920113,0.07247253976813468,0.18476425699272958,-0.22577344569994315,0.4835818233303008,0.5483870967741935,0.2406544288812777,0.1638179226524399,0.4695726766264928,0.7553251665954641
GSE110487,T2,T48,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PRESET_PRIMARY,31,-0.06282519760917353,0.24320774787092386,0.19420217041102938,-0.45622114466072405,0.2841042050577522,0.6129032258064516,-0.06986577336776868,0.20064334150556634,0.7463135058929617,0.7463135058929617
GSE110487,T2,T48,HALLMARK_P53_PATHWAY,HALLMARK_SECONDARY,31,-0.0447494708193464,0.2832414891965637,0.19528582750009543,-0.46683565130663907,0.32631165340765705,0.5806451612903226,0.01754008806419844,0.2064927719008569,0.8187534334370101,0.8671925940764894
GSE110487,T2,T48,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_SECONDARY,31,-0.10096895593409301,-0.1827342865020955,0.11273991395630095,-0.3151681267915114,0.11469713095727496,0.45161290322580644,-0.129982889676765,0.17477052487366587,0.37047075299901944,0.6328875363733248
GSE110487,T2,T48,HALLMARK_PEROXISOME,HALLMARK_SECONDARY,31,-0.06891012964632798,-0.10721029060015752,0.14994602868622972,-0.33979902923373523,0.21382333984483837,0.45161290322580644,-0.050736300290059155,0.23548488329912357,0.6458276102313121,0.8555009808771806
GSE110487,T2,T48,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_SECONDARY,31,-0.13333423143554374,-0.1925287582254238,0.18834293431310387,-0.5135853712657577,0.22981093379158857,0.41935483870967744,-0.06907862085168698,0.21158905965860186,0.4789866910117577,0.7553251665954641
GSE110487,T2,T48,HALLMARK_PROTEIN_SECRETION,HALLMARK_SECONDARY,31,-0.14712305937192016,-0.13904923294295685,0.15093855282684654,-0.4297173799940055,0.1421929490657127,0.45161290322580644,-0.18140600989532607,0.18185022004038695,0.32969840294830044,0.5877232400382747
GSE110487,T2,T48,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_SECONDARY,31,-0.6786322445659105,-0.6956347086773532,0.21186290365174706,-1.0960987239644293,-0.2662448590658592,0.1935483870967742,-0.7175003395152111,0.19492560813539453,0.001359251724532039,0.0557293207058136
GSE110487,T2,T48,HALLMARK_SPERMATOGENESIS,HALLMARK_SECONDARY,31,-0.03225789085915569,0.038669151540037326,0.12957960237969252,-0.2710901894285904,0.2096738473111503,0.5483870967741935,-0.005134766788017863,0.17810782320715085,0.8034051361279018,0.8671925940764894
GSE110487,T2,T48,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_SECONDARY,31,0.04123741922106628,0.016894625495893614,0.1826997673673023,-0.3231308780195627,0.39669197917356636,0.5161290322580645,0.06916680083968503,0.16879882450614925,0.8214258954366547,0.8671925940764894
GSE110487,T2,T48,HALLMARK_TNFA_SIGNALING_VIA_NFKB,PRESET_PRIMARY,31,-0.7437870137615817,-0.7722160732453885,0.23581218927397565,-1.2400711321556306,-0.3374536770418879,0.25806451612903225,-0.6283120905722396,0.20167896842266386,0.0016096633503322382,0.007243485076495072
GSE110487,T2,T48,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_SECONDARY,31,0.10155691816040419,-0.025610753915673867,0.2497039606952384,-0.38626327341741734,0.5758898392525513,0.45161290322580644,0.13078956317151866,0.23701043239180203,0.6842215235931912,0.8555009808771806
GSE110487,T2,T48,HALLMARK_UV_RESPONSE_DN,HALLMARK_SECONDARY,31,-0.3049104993566841,-0.3925019980994635,0.1309256300521487,-0.5483718057274614,-0.0454071196684775,0.25806451612903225,-0.3793580612420511,0.1488906353267372,0.019865254540867752,0.1394692122701416
GSE110487,T2,T48,HALLMARK_UV_RESPONSE_UP,HALLMARK_SECONDARY,31,0.04154700355300348,0.03887383511748529,0.1877751498038506,-0.3074713770095086,0.4025286229951525,0.5161290322580645,0.003870857487365431,0.17830504573129072,0.8248905163166607,0.8671925940764894
GSE110487,T2,T48,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_SECONDARY,31,0.33432762249639625,0.5863484786785158,0.21683706221256874,-0.08173479603599366,0.7306834325836951,0.6451612903225806,0.38549162543855986,0.24054755635555816,0.12311296512965925,0.37183956738946117
GSE110487,T2,T48,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_SECONDARY,31,-0.16769782293843977,-0.07988752569966945,0.1408739459313443,-0.43015220850289837,0.11050626235965935,0.3548387096774194,-0.17663904788765697,0.18623942154084291,0.23388509223480347,0.48719827324501963
GSE110487,T2,T48,Neutrophil degranulation,REACTOME_SUPPLEMENT,31,-0.1857775049921616,-0.2877943448806034,0.23915743088247302,-0.6723423335157874,0.2759236870418486,0.4838709677419355,-0.22540926828911512,0.2131618191226266,0.4372767454794334,0.4372767454794334
GSE110487,T2,T48,TCR signaling,REACTOME_SUPPLEMENT,31,0.6482193981625345,0.626376435812184,0.17490194745650214,0.3137887733872648,0.9857596634639804,0.7741935483870968,0.6287597975746045,0.18156094092869005,0.00021040262257670118,0.00042080524515340236
GSE236713,T1,T24,HALLMARK_ADIPOGENESIS,HALLMARK_SECONDARY,93,0.23535491448995394,0.1902228425782545,0.08587843778946848,0.062409741757363225,0.406651063820532,0.6344086021505376,0.21118981848519044,0.08501144800099386,0.006133479307073538,0.018960221197208537
GSE236713,T1,T24,HALLMARK_ALLOGRAFT_REJECTION,PRESET_PRIMARY,93,0.2848678708295475,0.35661923883115876,0.09162747804697374,0.0999084825057284,0.4630120090787276,0.6881720430107527,0.24949429521407335,0.09107173441295958,0.0018773529879533744,0.005632058963860123
GSE236713,T1,T24,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_SECONDARY,93,0.2018767057119531,0.23994680546916702,0.09085753786154892,0.025457994883092368,0.36741010823218223,0.5913978494623656,0.15849712434065022,0.09027027131533878,0.0262898097286157,0.044911758286385155
GSE236713,T1,T24,HALLMARK_ANGIOGENESIS,HALLMARK_SECONDARY,93,-0.05787022654974839,-0.05913274396705149,0.10808625426278355,-0.2643612498885296,0.14372732119751674,0.4731182795698925,-0.036474986692588696,0.11035408882302233,0.5923678788232078,0.6227457187628596
GSE236713,T1,T24,HALLMARK_APICAL_JUNCTION,HALLMARK_SECONDARY,93,0.016314213971271346,-0.029825892695489718,0.09037213653838784,-0.17029635284201064,0.18790980276734282,0.4838709677419355,0.024438888869345296,0.08990306910246293,0.8567423056520682,0.8781608632933698
GSE236713,T1,T24,HALLMARK_APICAL_SURFACE,HALLMARK_SECONDARY,93,0.3334083311469059,0.4367200453483618,0.09976520848147345,0.13705697225669494,0.5197162139986751,0.6129032258064516,0.27334322040169384,0.10315085916223335,0.000831980756040442,0.012536432578504878
GSE236713,T1,T24,HALLMARK_APOPTOSIS,PRESET_PRIMARY,93,0.2084206018792893,0.18817505997369904,0.0867654138606694,0.04525704258864474,0.369916411943133,0.6666666666666666,0.1687624917356162,0.08454627440159383,0.016300531834190547,0.02445079775128582
GSE236713,T1,T24,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_SECONDARY,93,0.2881244743696462,0.33802081398873945,0.09009276637140794,0.11380336809631511,0.46144551037733345,0.6666666666666666,0.25216903521462297,0.08795186259133976,0.001383426995063653,0.012536432578504878
GSE236713,T1,T24,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_SECONDARY,93,0.19017773908523095,0.10295064932724564,0.09096615077198027,0.019897996185086093,0.36254918295073196,0.5913978494623656,0.16323252135710448,0.08930143165996259,0.03656008526669848,0.05765244215133222
GSE236713,T1,T24,HALLMARK_COAGULATION,PRESET_PRIMARY,93,-0.030215368750171872,-0.025803708177716895,0.08793013923091719,-0.2005854229615743,0.14586423767733758,0.4946236559139785,-0.04382749265913715,0.09013443511832732,0.7311251163249692,0.7311251163249692
GSE236713,T1,T24,HALLMARK_COMPLEMENT,PRESET_PRIMARY,93,0.22517254408819282,0.21887058518319236,0.09103475315867338,0.03892148709942808,0.4115515502432937,0.6344086021505376,0.18804807331586304,0.08874651159310006,0.013380469286234745,0.024084844715222542
GSE236713,T1,T24,HALLMARK_DNA_REPAIR,HALLMARK_SECONDARY,93,0.28313779698758,0.27878917763309763,0.0908722467066639,0.10756516025894879,0.45768748223847505,0.6451612903225806,0.26497288312219036,0.09070904121452432,0.0018345998895372992,0.012536432578504878
GSE236713,T1,T24,HALLMARK_E2F_TARGETS,HALLMARK_SECONDARY,93,0.24484158903667858,0.22967612709101215,0.08409992420153332,0.08446287737552009,0.406014177131961,0.6451612903225806,0.23141367109154123,0.08192236735920912,0.003599079814305583,0.01475622723865289
GSE236713,T1,T24,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_SECONDARY,93,-0.15429137667211276,-0.11007908008900061,0.08055401019251561,-0.3162213114046032,-0.0011647955246395897,0.43010752688172044,-0.18072117449965056,0.0825378854150758,0.0554443183041434,0.07332958227322191
GSE236713,T1,T24,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_SECONDARY,93,0.1269043540744138,0.11068443094004407,0.09764325717616133,-0.08097502250691964,0.313009654460058,0.5913978494623656,0.09858910443849704,0.09887742822004117,0.19371289566779282,0.22061746451054182
GSE236713,T1,T24,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_SECONDARY,93,0.11816707784652446,0.14348146541810697,0.09332937949277804,-0.07588725991664601,0.30331273238705403,0.5806451612903226,0.1034359327324798,0.09488409673616229,0.20546673313241026,0.2276793529305087
GSE236713,T1,T24,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_SECONDARY,93,0.19721006070976857,0.20060312196185112,0.0860267986728697,0.027051916318813686,0.36020636390117716,0.6451612903225806,0.17427745325332983,0.0851824652687422,0.0218810793466132,0.03900540231352788
GSE236713,T1,T24,HALLMARK_G2M_CHECKPOINT,HALLMARK_SECONDARY,93,0.22925203034585614,0.23055378852900751,0.08048583235974595,0.07479089227429728,0.38093241434010794,0.6774193548387096,0.2158937473803053,0.07951347590147924,0.004394620450761319,0.016379948952837644
GSE236713,T1,T24,HALLMARK_GLYCOLYSIS,HALLMARK_SECONDARY,93,0.23945993204951985,0.2028533788718928,0.09210642564686163,0.06389370492266458,0.42383670529060535,0.6021505376344086,0.2241336248141473,0.09129711053631342,0.009327324741640691,0.020127384968803595
GSE236713,T1,T24,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_SECONDARY,93,0.22282615579616405,0.2154376827042978,0.11607574258907027,0.010217168979141322,0.4503409837068892,0.5806451612903226,0.20646063205436466,0.11449851257395302,0.05490064670626164,0.07332958227322191
GSE236713,T1,T24,HALLMARK_HEME_METABOLISM,HALLMARK_SECONDARY,93,0.11910978824167445,0.12009232074636123,0.08414326977572208,-0.04767754249914647,0.27461479734662647,0.6129032258064516,0.1011654782674726,0.08237391411828215,0.1569045741161535,0.18380250110749408
GSE236713,T1,T24,HALLMARK_HYPOXIA,HALLMARK_SECONDARY,93,0.18170245749215072,0.11864679799631364,0.09143979624093601,0.013030979228061186,0.3515958355262052,0.6236559139784946,0.1621797286371023,0.09173719755473106,0.04690836181842026,0.06850725323236324
GSE236713,T1,T24,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_SECONDARY,93,0.22012263472350352,0.22307782396048867,0.09359228043194862,0.03284615397895188,0.40061400411668524,0.6021505376344086,0.17661528361536824,0.09145252869621866,0.018676212713441716,0.034805669147777746
GSE236713,T1,T24,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_SECONDARY,93,0.17008408537576342,0.1504640802679949,0.09420757332161926,-0.013771883256534995,0.35201585645751177,0.5806451612903226,0.1356159669018223,0.09208957113753985,0.07100923552383287,0.08822359565082266
GSE236713,T1,T24,HALLMARK_INFLAMMATORY_RESPONSE,PRESET_PRIMARY,93,0.1921896557975846,0.20517377233945383,0.09043221272626036,0.015200461719952532,0.3664766001304478,0.5913978494623656,0.15385741392308838,0.08543091236439992,0.03356705302692122,0.04315763960604157
GSE236713,T1,T24,HALLMARK_INTERFERON_ALPHA_RESPONSE,PRESET_PRIMARY,93,0.2696475814480181,0.21969237274015535,0.07924224755075687,0.11577100408646013,0.4289033994213686,0.6881720430107527,0.23863358780717192,0.07907260486542006,0.0006669273533099113,0.005476051232860423
GSE236713,T1,T24,HALLMARK_INTERFERON_GAMMA_RESPONSE,PRESET_PRIMARY,93,0.2741543172211846,0.2551025969748969,0.08474921917625278,0.10858830549090263,0.4312310571394473,0.6989247311827957,0.23085394670836143,0.08423287735390005,0.0012169002739689828,0.005476051232860423
GSE236713,T1,T24,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_SECONDARY,93,-0.26837976685457854,-0.23860146428459053,0.0860697828172597,-0.437965484147263,-0.08996952102396365,0.3763440860215054,-0.28281667227289187,0.08977272252246098,0.0018198101747451008,0.012536432578504878
GSE236713,T1,T24,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_SECONDARY,93,0.1590355703625703,0.15670772586944556,0.08644607592769026,-0.020838266005366445,0.31925705687039785,0.5698924731182796,0.14643531366829585,0.0857345765276873,0.0658110624932404,0.08432042381946425
GSE236713,T1,T24,HALLMARK_MITOTIC_SPINDLE,HALLMARK_SECONDARY,93,0.2356417501068416,0.22502000683534487,0.08815380494139437,0.06263293713843603,0.4101117511523358,0.6344086021505376,0.20560546578258557,0.08543134615308419,0.007515939912948314,0.018960221197208537
GSE236713,T1,T24,HALLMARK_MTORC1_SIGNALING,HALLMARK_SECONDARY,93,0.2196267582082815,0.13751850051328326,0.08831937001404323,0.04783860779645223,0.38506959166211446,0.6451612903225806,0.19715727522805357,0.08614433941993906,0.012892184426683877,0.02642897807470195
GSE236713,T1,T24,HALLMARK_MYC_TARGETS_V1,HALLMARK_SECONDARY,93,0.2410470595693355,0.24072201012396507,0.08864461572112298,0.06414242262496742,0.4155303169862726,0.6559139784946236,0.23331449644442823,0.08789991669026008,0.006542971458631504,0.018960221197208537
GSE236713,T1,T24,HALLMARK_MYC_TARGETS_V2,HALLMARK_SECONDARY,93,0.2713907315054147,0.23135358096214884,0.09279388438539776,0.09066515187217405,0.45881937134451906,0.6989247311827957,0.26275418405396245,0.09336462706221209,0.0034483073241480425,0.01475622723865289
GSE236713,T1,T24,HALLMARK_MYOGENESIS,HALLMARK_SECONDARY,93,0.0037892300736340934,0.08158789371916252,0.08182028418193679,-0.1479831779438184,0.16326128664995584,0.5268817204301075,0.019461364768651977,0.08425046556478161,0.9630618762263877,0.9630618762263877
GSE236713,T1,T24,HALLMARK_NOTCH_SIGNALING,HALLMARK_SECONDARY,93,0.2578740206093915,0.24443840250617987,0.08819835611056197,0.08930131009222585,0.43595050625211446,0.6451612903225806,0.23736428896471873,0.08872227235054198,0.0034579103448059163,0.01475622723865289
GSE236713,T1,T24,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PRESET_PRIMARY,93,0.2503020256159778,0.16347546885295688,0.0880973056328921,0.08823507229377894,0.4232434027507312,0.6451612903225806,0.23954466700557883,0.08806606360995724,0.004494417883644215,0.010112440238199483
GSE236713,T1,T24,HALLMARK_P53_PATHWAY,HALLMARK_SECONDARY,93,0.2656523414221875,0.2663452834790332,0.09002498877009484,0.08892649443234604,0.4417663786520112,0.6881720430107527,0.22908057573195995,0.08884453965265522,0.0031687680666483225,0.01475622723865289
GSE236713,T1,T24,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_SECONDARY,93,-0.19933257501223967,-0.11062106880291668,0.10101256825582948,-0.3961896929249009,-0.002107255070606801,0.43010752688172044,-0.21174094721540695,0.09618807185538691,0.04845634984728132,0.06850725323236324
GSE236713,T1,T24,HALLMARK_PEROXISOME,HALLMARK_SECONDARY,93,0.2795050291944748,0.18501477024189336,0.08839009196890692,0.1051410570847241,0.45366651276272135,0.6774193548387096,0.26269010461906356,0.08821703348611291,0.001565948776071228,0.012536432578504878
GSE236713,T1,T24,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_SECONDARY,93,0.2275342259184574,0.2165096288303412,0.08623171871131186,0.05845437031814035,0.38944285869783546,0.6236559139784946,0.18906269162283867,0.08532544141782691,0.008323999549993992,0.018960221197208537
GSE236713,T1,T24,HALLMARK_PROTEIN_SECRETION,HALLMARK_SECONDARY,93,0.2087405833383798,0.19919388156872972,0.08764513853496063,0.02695228407558367,0.3715198186943587,0.6666666666666666,0.18756304975010618,0.08742982944396882,0.017234981973334305,0.03364925051936698
GSE236713,T1,T24,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_SECONDARY,93,0.23320355518074565,0.16686121082038785,0.08732567587951579,0.0695194963341719,0.4036879146989904,0.6451612903225806,0.20670877629155718,0.08750289033327634,0.007573749903851191,0.018960221197208537
GSE236713,T1,T24,HALLMARK_SPERMATOGENESIS,HALLMARK_SECONDARY,93,0.05715125853269881,-0.025069417892882133,0.0784746624069669,-0.0901446656385434,0.21554469873840854,0.4731182795698925,0.07907293157124841,0.08531531192862812,0.4664442975390066,0.5032688473447177
GSE236713,T1,T24,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_SECONDARY,93,0.19985767447775057,0.16744186988739154,0.0916858560148665,0.008104731094453222,0.3693238752938522,0.5806451612903226,0.1668658018851984,0.09152377764154725,0.029271606061046906,0.04800543394011693
GSE236713,T1,T24,HALLMARK_TNFA_SIGNALING_VIA_NFKB,PRESET_PRIMARY,93,0.14307814923256026,0.1590487103503619,0.08748222855921083,-0.028504158332652317,0.31293400244543496,0.6344086021505376,0.11847123230895099,0.08598615164287006,0.10194196557160008,0.11468471126805009
GSE236713,T1,T24,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_SECONDARY,93,0.1847310057168875,0.1749272625880558,0.08913313396836053,0.00872613626763547,0.35430800308912763,0.6344086021505376,0.16908830718099563,0.08859826364534232,0.038216133901645674,0.058031907035832324
GSE236713,T1,T24,HALLMARK_UV_RESPONSE_DN,HALLMARK_SECONDARY,93,0.14141824538016343,0.1452725227489604,0.0876469071063802,-0.026173707907515508,0.30760844397062703,0.5698924731182796,0.09864223852734672,0.08478657782800095,0.10663602043391182,0.12859049522912896
GSE236713,T1,T24,HALLMARK_UV_RESPONSE_UP,HALLMARK_SECONDARY,93,0.24198758847361343,0.23956881239650624,0.09108895842848523,0.06505211919766359,0.42670116468097946,0.6774193548387096,0.21523391155169622,0.09067233506531132,0.007893133678067947,0.018960221197208537
GSE236713,T1,T24,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_SECONDARY,93,0.33810733058794856,0.22316668517922056,0.08450130245988541,0.17202846554014561,0.49382185271405715,0.6451612903225806,0.30367206086732956,0.08487631734574065,6.301979373819404e-05,0.0025838115432659558
GSE236713,T1,T24,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_SECONDARY,93,0.2435266564310139,0.16528242075649086,0.09014152641219068,0.06854059393925359,0.41727044753665304,0.6129032258064516,0.2102903795636978,0.08923703328137558,0.006900601493032499,0.018960221197208537
GSE236713,T1,T24,Neutrophil degranulation,REACTOME_SUPPLEMENT,93,0.23232122378295972,0.18512904657053167,0.09046108616032335,0.0488101343153819,0.40983982571639743,0.6344086021505376,0.20227120317055342,0.088412110324737,0.01022312129335544,0.02044624258671088
GSE236713,T1,T24,TCR signaling,REACTOME_SUPPLEMENT,93,0.20031532796524124,0.21419969471507683,0.09018892046093167,0.02117559956133382,0.38027571598831184,0.6344086021505376,0.1686464704197321,0.08978960028045321,0.026346654302935743,0.026346654302935743
GSE54514,T1,T24,HALLMARK_ADIPOGENESIS,HALLMARK_SECONDARY,31,-0.042622457937973264,-0.24205416423094342,0.2488264301804266,-0.5330230809893953,0.4202516906945642,0.45161290322580644,-0.10436999028021274,0.28131466251679466,0.8639926504804023,0.9392997178179978
GSE54514,T1,T24,HALLMARK_ALLOGRAFT_REJECTION,PRESET_PRIMARY,31,0.5838247865173695,0.3659366307621603,0.23444167191784104,0.16613616486246274,1.0115232464391044,0.6451612903225806,0.5227926447271231,0.2375787738733318,0.012764344223951165,0.05105737689580466
GSE54514,T1,T24,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_SECONDARY,31,-0.15421471158374908,-0.4002389160482004,0.22940835955330977,-0.6027236296558216,0.2851631222909391,0.4838709677419355,-0.2364559618865975,0.24087732742990114,0.5014385891410857,0.8880415705493527
GSE54514,T1,T24,HALLMARK_APICAL_JUNCTION,HALLMARK_SECONDARY,31,-0.104890262820415,-0.07290415070789832,0.23733316735510995,-0.578643949936571,0.3445509780610864,0.45161290322580644,0.10828787167189428,0.22978271852802515,0.6585227366942483,0.8880415705493527
GSE54514,T1,T24,HALLMARK_APICAL_SURFACE,HALLMARK_SECONDARY,31,0.5183410297858476,0.38442845898424954,0.20634887614690006,0.14296384725520533,0.9115600795916552,0.5806451612903226,0.5731500742563789,0.21965571395995856,0.012006120142863255,0.1080550812857693
GSE54514,T1,T24,HALLMARK_APOPTOSIS,PRESET_PRIMARY,31,0.38816991496612435,0.056245145661350394,0.24312650180287007,-0.07791956570108492,0.8653249243585469,0.5161290322580645,0.4754956963552472,0.22971043179344636,0.11036027314344758,0.17657643702951614
GSE54514,T1,T24,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_SECONDARY,31,0.0751381518305969,0.11969757658406335,0.20964817364765026,-0.3402700272815897,0.47700576197876243,0.5806451612903226,-0.3221694379524423,0.2567190695310581,0.7200431122483653,0.8880415705493527
