time_window,pathway,tier,omitted_dataset,remaining_cohorts,pooled_delta_z,ci_low,ci_high
T2,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_SECONDARY,GSE57065,4,-0.009033731420876342,-0.4021559243198584,0.38408846147810577
T2,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_SECONDARY,GSE8121,4,0.20247811957503778,-0.425339686048003,0.8302959251980786
T2,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_SECONDARY,GSE95233,4,0.18024321491945067,-0.4429368897081965,0.8034233195470979
T2,HALLMARK_ANGIOGENESIS,HALLMARK_SECONDARY,GSE110487,3,-0.36229097505406455,-0.6002431420145771,-0.12433880809355205
T2,HALLMARK_ANGIOGENESIS,HALLMARK_SECONDARY,GSE57065,3,-0.38192647018984305,-0.5720940631666441,-0.191758877213042
T2,HALLMARK_ANGIOGENESIS,HALLMARK_SECONDARY,GSE8121,3,-0.34360334262184566,-0.6007002386758551,-0.08650644656783624
T2,HALLMARK_ANGIOGENESIS,HALLMARK_SECONDARY,GSE95233,3,-0.3076119075962263,-0.44308615543159946,-0.17213765976085313
T2,HALLMARK_APICAL_JUNCTION,HALLMARK_SECONDARY,GSE110487,4,-0.37600400214975604,-0.8970638098915373,0.14505580559202524
T2,HALLMARK_APICAL_JUNCTION,HALLMARK_SECONDARY,GSE54514,4,-0.2672151372680094,-0.8192389101678953,0.28480863563187653
T2,HALLMARK_APICAL_JUNCTION,HALLMARK_SECONDARY,GSE57065,4,-0.15666406530388402,-0.533869610101569,0.2205414794938009
T2,HALLMARK_APICAL_JUNCTION,HALLMARK_SECONDARY,GSE8121,4,-0.3758159530993578,-0.8551928643324631,0.1035609581337475
T2,HALLMARK_APICAL_JUNCTION,HALLMARK_SECONDARY,GSE95233,4,-0.25508382240534333,-0.8099811798570351,0.29981353504634844
T2,HALLMARK_APICAL_SURFACE,HALLMARK_SECONDARY,GSE110487,4,0.26038449364371835,-0.002317150249272093,0.5230861375367089
T2,HALLMARK_APICAL_SURFACE,HALLMARK_SECONDARY,GSE54514,4,0.2425148608553422,-0.021675668213412963,0.5067053899240974
T2,HALLMARK_APICAL_SURFACE,HALLMARK_SECONDARY,GSE57065,4,0.26762878183423033,0.03246745339178095,0.5027901102766797
T2,HALLMARK_APICAL_SURFACE,HALLMARK_SECONDARY,GSE8121,4,0.25379039950803073,-0.016741624592984783,0.5243224236090462
T2,HALLMARK_APICAL_SURFACE,HALLMARK_SECONDARY,GSE95233,4,0.19647869770359902,0.12174556680882288,0.27121182859837517
T2,HALLMARK_APOPTOSIS,PRESET_PRIMARY,GSE110487,4,-0.19548410659422916,-0.8122394021103483,0.4212711889218899
T2,HALLMARK_APOPTOSIS,PRESET_PRIMARY,GSE54514,4,-0.2826457589943625,-0.6109521492048249,0.04566063121609987
T2,HALLMARK_APOPTOSIS,PRESET_PRIMARY,GSE57065,4,-0.12579547475699338,-0.6153218811667235,0.36373093165273673
T2,HALLMARK_APOPTOSIS,PRESET_PRIMARY,GSE8121,4,-0.22068813613755622,-0.8529474425743688,0.4115711702992564
T2,HALLMARK_APOPTOSIS,PRESET_PRIMARY,GSE95233,4,-0.12745161784642456,-0.6921960423036458,0.4372928066107967
T2,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_SECONDARY,GSE110487,4,0.2768171758638122,-0.0047653129078628065,0.5583996646354872
T2,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_SECONDARY,GSE54514,4,0.18330863099105815,-0.1808877651534863,0.5475050271356026
T2,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_SECONDARY,GSE57065,4,0.17092469125022758,-0.1773738034104851,0.5192231859109402
T2,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_SECONDARY,GSE8121,4,0.2458995113294589,-0.09756487910493708,0.5893639017638549
T2,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_SECONDARY,GSE95233,4,0.14358016040111765,-0.15466864897962201,0.4418289697818573
T2,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_SECONDARY,GSE110487,4,-0.2848439157240014,-0.963843110452959,0.3941552790049561
T2,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_SECONDARY,GSE54514,4,-0.43548388707868524,-0.9450037989733532,0.0740360248159827
T2,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_SECONDARY,GSE57065,4,-0.30645135031506615,-1.0045252443287198,0.39162254369858746
T2,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_SECONDARY,GSE8121,4,-0.41311925702786073,-1.0588989164022817,0.23266040234656032
T2,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_SECONDARY,GSE95233,4,-0.20935025064130153,-0.7051939011947742,0.28649339991217115
T2,HALLMARK_COAGULATION,PRESET_PRIMARY,GSE110487,3,-0.5700896448856512,-1.5546940133823428,0.41451472361104036
T2,HALLMARK_COAGULATION,PRESET_PRIMARY,GSE57065,3,-0.3251309409897508,-0.8842930031337604,0.23403112115425873
T2,HALLMARK_COAGULATION,PRESET_PRIMARY,GSE8121,3,-0.5951496632034867,-1.4043612793801736,0.2140619529732002
T2,HALLMARK_COAGULATION,PRESET_PRIMARY,GSE95233,3,-0.43572401659041504,-1.4146235801284006,0.5431755469475705
T2,HALLMARK_COMPLEMENT,PRESET_PRIMARY,GSE110487,4,-0.30123328680518513,-1.0465438569924503,0.4440772833820801
T2,HALLMARK_COMPLEMENT,PRESET_PRIMARY,GSE54514,4,-0.36630175141265975,-0.9647132271543236,0.23210972432900412
T2,HALLMARK_COMPLEMENT,PRESET_PRIMARY,GSE57065,4,-0.10293862109299547,-0.4061561220675528,0.2002788798815619
T2,HALLMARK_COMPLEMENT,PRESET_PRIMARY,GSE8121,4,-0.30366825809234116,-1.0436372257778956,0.43630070959321327
T2,HALLMARK_COMPLEMENT,PRESET_PRIMARY,GSE95233,4,-0.23819139789722474,-0.9820461894303633,0.5056633936359137
T2,HALLMARK_DNA_REPAIR,HALLMARK_SECONDARY,GSE110487,4,0.5308579393014536,-0.26276405754783383,1.324479936150741
T2,HALLMARK_DNA_REPAIR,HALLMARK_SECONDARY,GSE54514,4,0.30655785188509893,-0.08107229511393432,0.6941879988841322
T2,HALLMARK_DNA_REPAIR,HALLMARK_SECONDARY,GSE57065,4,0.46658325060473005,-0.3144154238923669,1.247581925101827
T2,HALLMARK_DNA_REPAIR,HALLMARK_SECONDARY,GSE8121,4,0.6115199351932034,0.0009036415484950933,1.2221362288379116
T2,HALLMARK_DNA_REPAIR,HALLMARK_SECONDARY,GSE95233,4,0.5287322600759794,-0.2694385274672837,1.3269030476192425
T2,HALLMARK_E2F_TARGETS,HALLMARK_SECONDARY,GSE110487,4,0.07115671809896561,-0.31041567897320765,0.4527291151711389
T2,HALLMARK_E2F_TARGETS,HALLMARK_SECONDARY,GSE54514,4,0.08318579865431314,-0.2434591635196574,0.4098307608282837
T2,HALLMARK_E2F_TARGETS,HALLMARK_SECONDARY,GSE57065,4,0.12675977960058277,-0.2870129373979856,0.5405324965991511
T2,HALLMARK_E2F_TARGETS,HALLMARK_SECONDARY,GSE8121,4,0.2164675118155415,-0.11921013402172079,0.5521451576528038
T2,HALLMARK_E2F_TARGETS,HALLMARK_SECONDARY,GSE95233,4,0.19362632781637734,-0.2138934283493994,0.6011460839821541
T2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_SECONDARY,GSE110487,4,-0.47361797787791443,-1.0613340927145154,0.11409813695868659
T2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_SECONDARY,GSE54514,4,-0.42904474849997587,-1.017520309822686,0.1594308128227343
T2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_SECONDARY,GSE57065,4,-0.3837344062627204,-0.9774584017653658,0.20998958923992506
T2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_SECONDARY,GSE8121,4,-0.5001846694454027,-0.974642198711694,-0.02572714017911154
T2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_SECONDARY,GSE95233,4,-0.3031067851997161,-0.6222573797584254,0.016043809358993244
T2,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_SECONDARY,GSE110487,3,-0.182852783706986,-0.9796175103501945,0.6139119429362225
T2,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_SECONDARY,GSE57065,3,-0.023694239969077907,-0.4174123060742815,0.3700238261361256
T2,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_SECONDARY,GSE8121,3,-0.22979426846212656,-0.7778654450430812,0.31827690811882803
T2,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_SECONDARY,GSE95233,3,-0.11487941080124726,-0.8441994629598901,0.6144406413573955
T2,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_SECONDARY,GSE110487,4,-0.2708098199527576,-1.0958356449164321,0.5542160050109168
T2,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_SECONDARY,GSE54514,4,-0.39609634621570833,-0.8540950127083946,0.061902320276977896
T2,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_SECONDARY,GSE57065,4,-0.1556819183491816,-0.8323878142592624,0.5210239775608994
T2,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_SECONDARY,GSE8121,4,-0.2833861563965906,-1.0892441459484137,0.5224718331552326
T2,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_SECONDARY,GSE95233,4,-0.1561969599275701,-0.8684488734136636,0.5560549535585234
T2,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_SECONDARY,GSE110487,4,0.23684771893319734,-0.7254157879328759,1.1991112257992707
T2,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_SECONDARY,GSE54514,4,-0.005342915836739177,-0.3642145738884089,0.3535287422149305
T2,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_SECONDARY,GSE57065,4,0.1605515855091884,-0.821970356714429,1.1430735277328057
T2,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_SECONDARY,GSE8121,4,0.24638012597600004,-0.7033056502690536,1.1960659022210536
T2,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_SECONDARY,GSE95233,4,0.2921041941835404,-0.5475729138755087,1.1317813022425893
T2,HALLMARK_G2M_CHECKPOINT,HALLMARK_SECONDARY,GSE110487,4,-0.013095771725582859,-0.31382971898839457,0.28763817553722887
T2,HALLMARK_G2M_CHECKPOINT,HALLMARK_SECONDARY,GSE54514,4,-0.034131736606643544,-0.20954557713851643,0.14128210392522936
T2,HALLMARK_G2M_CHECKPOINT,HALLMARK_SECONDARY,GSE57065,4,-0.009512366688687806,-0.2818428071612841,0.2628180737839085
T2,HALLMARK_G2M_CHECKPOINT,HALLMARK_SECONDARY,GSE8121,4,0.047993914587264014,-0.22528208129377922,0.3212699104683072
T2,HALLMARK_G2M_CHECKPOINT,HALLMARK_SECONDARY,GSE95233,4,0.0488764821243941,-0.23562888187379755,0.33338184612258576
T2,HALLMARK_GLYCOLYSIS,HALLMARK_SECONDARY,GSE110487,4,-0.10216261939552643,-0.5542365063968216,0.34991126760576874
T2,HALLMARK_GLYCOLYSIS,HALLMARK_SECONDARY,GSE54514,4,-0.14114142258629875,-0.43956548972986736,0.15728264455726987
T2,HALLMARK_GLYCOLYSIS,HALLMARK_SECONDARY,GSE57065,4,-0.04693939894523899,-0.5144042145167419,0.42052541662626386
T2,HALLMARK_GLYCOLYSIS,HALLMARK_SECONDARY,GSE8121,4,-0.048076731932852036,-0.5332749871664895,0.4371215233007854
T2,HALLMARK_GLYCOLYSIS,HALLMARK_SECONDARY,GSE95233,4,0.010421680350759986,-0.2922558398159411,0.31309920051746104
T2,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_SECONDARY,GSE110487,4,-0.1202361476199479,-0.5427765437030179,0.3023042484631221
T2,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_SECONDARY,GSE54514,4,-0.08214506286385648,-0.2623056433885802,0.09801551766086725
T2,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_SECONDARY,GSE57065,4,-0.15046528281829558,-0.5180058025986489,0.21707523696205777
T2,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_SECONDARY,GSE8121,4,-0.20815527946616721,-0.516623123088874,0.10031256415653964
T2,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_SECONDARY,GSE95233,4,-0.14228298962067396,-0.49725473338707915,0.21268875414573127
T2,HALLMARK_HEME_METABOLISM,HALLMARK_SECONDARY,GSE110487,4,-0.0603334108090124,-0.8923758686008749,0.77170904698285
T2,HALLMARK_HEME_METABOLISM,HALLMARK_SECONDARY,GSE54514,4,-0.2563113268036629,-0.6835675690096041,0.17094491540227824
T2,HALLMARK_HEME_METABOLISM,HALLMARK_SECONDARY,GSE57065,4,-0.04189459302505183,-0.8577979763853125,0.7740087903352089
T2,HALLMARK_HEME_METABOLISM,HALLMARK_SECONDARY,GSE8121,4,-0.1469429272213856,-0.9681559175641572,0.674270063121386
T2,HALLMARK_HEME_METABOLISM,HALLMARK_SECONDARY,GSE95233,4,0.011038051028703552,-0.6553453481579367,0.6774214502153438
T2,HALLMARK_HYPOXIA,HALLMARK_SECONDARY,GSE110487,4,0.00791470271526586,-0.09960692190649717,0.11543632733702888
T2,HALLMARK_HYPOXIA,HALLMARK_SECONDARY,GSE54514,4,-0.015832452453108752,-0.1291126176805339,0.09744771277431638
T2,HALLMARK_HYPOXIA,HALLMARK_SECONDARY,GSE57065,4,-0.034437503009536706,-0.13455519153489603,0.06568018551582261
T2,HALLMARK_HYPOXIA,HALLMARK_SECONDARY,GSE8121,4,-0.02878569290842403,-0.13532705890663693,0.07775567308978887
T2,HALLMARK_HYPOXIA,HALLMARK_SECONDARY,GSE95233,4,-0.0015266022665532545,-0.0903345816585171,0.08728137712541059
T2,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_SECONDARY,GSE110487,4,-0.1332569723389706,-0.7801646056856172,0.513650661007676
T2,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_SECONDARY,GSE54514,4,-0.2782877609226674,-0.4723535466677126,-0.08422197517762214
T2,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_SECONDARY,GSE57065,4,-0.0925514696611373,-0.6199860885124767,0.43488314919020216
T2,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_SECONDARY,GSE8121,4,-0.12420412832107428,-0.7695552625735849,0.5211470059314363
T2,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_SECONDARY,GSE95233,4,-0.15541401816816433,-0.8050971893667214,0.49426915303039265
T2,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_SECONDARY,GSE110487,4,-0.4235937885530106,-0.9197798754522676,0.07259229834624636
T2,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_SECONDARY,GSE54514,4,-0.4501626341144276,-0.9449520381819283,0.04462676995307313
T2,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_SECONDARY,GSE57065,4,-0.3232266416406489,-0.5670963315206666,-0.07935695176063115
T2,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_SECONDARY,GSE8121,4,-0.5175283327740222,-0.8995798306481134,-0.135476834899931
T2,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_SECONDARY,GSE95233,4,-0.46356325326087466,-0.9538197075234804,0.026693201001731115
T2,HALLMARK_INFLAMMATORY_RESPONSE,PRESET_PRIMARY,GSE110487,4,-0.29705807025235265,-0.7251182880646119,0.13100214755990658
T2,HALLMARK_INFLAMMATORY_RESPONSE,PRESET_PRIMARY,GSE54514,4,-0.3919118593169237,-0.7634692592555027,-0.02035445937834468
T2,HALLMARK_INFLAMMATORY_RESPONSE,PRESET_PRIMARY,GSE57065,4,-0.21696147496536386,-0.47667924712701093,0.04275629719628324
T2,HALLMARK_INFLAMMATORY_RESPONSE,PRESET_PRIMARY,GSE8121,4,-0.3722219864989879,-0.7747076048740087,0.030263631876032926
T2,HALLMARK_INFLAMMATORY_RESPONSE,PRESET_PRIMARY,GSE95233,4,-0.33207428483668905,-0.7774988151527544,0.11335024547937628
T2,HALLMARK_INTERFERON_ALPHA_RESPONSE,PRESET_PRIMARY,GSE110487,4,-0.05460059858423833,-0.2371796994307049,0.12797850226222826
T2,HALLMARK_INTERFERON_ALPHA_RESPONSE,PRESET_PRIMARY,GSE54514,4,-0.03302686686437784,-0.24643061670698216,0.1803768829782265
T2,HALLMARK_INTERFERON_ALPHA_RESPONSE,PRESET_PRIMARY,GSE57065,4,0.02840843625489279,-0.10024458915482162,0.1570614616646072
T2,HALLMARK_INTERFERON_ALPHA_RESPONSE,PRESET_PRIMARY,GSE8121,4,-0.03685011213177766,-0.2766166411722776,0.20291641690872228
T2,HALLMARK_INTERFERON_ALPHA_RESPONSE,PRESET_PRIMARY,GSE95233,4,-0.010325576618748548,-0.2597168969191141,0.239065743681617
T2,HALLMARK_INTERFERON_GAMMA_RESPONSE,PRESET_PRIMARY,GSE110487,4,-0.019586690195998166,-0.2817097563002075,0.24253637590821114
T2,HALLMARK_INTERFERON_GAMMA_RESPONSE,PRESET_PRIMARY,GSE54514,4,0.025054747215292748,-0.31780993320209,0.36791942763267554
T2,HALLMARK_INTERFERON_GAMMA_RESPONSE,PRESET_PRIMARY,GSE57065,4,0.10705632776463589,-0.07704361029051368,0.2911562658197855
T2,HALLMARK_INTERFERON_GAMMA_RESPONSE,PRESET_PRIMARY,GSE8121,4,0.047610053454364164,-0.3255936042376615,0.42081371114638977
T2,HALLMARK_INTERFERON_GAMMA_RESPONSE,PRESET_PRIMARY,GSE95233,4,0.0368062206532738,-0.3384910397326292,0.4121034810391768
T2,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_SECONDARY,GSE110487,3,-0.36656593399384824,-1.355950817879829,0.6228189498921324
T2,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_SECONDARY,GSE57065,3,-0.07103165576240499,-0.38345975055078174,0.24139643902597174
T2,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_SECONDARY,GSE8121,3,-0.3743129168265933,-1.3101092349874985,0.561483401334312
T2,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_SECONDARY,GSE95233,3,-0.25110250639735193,-1.28482830619895,0.7826232934042461
T2,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_SECONDARY,GSE110487,4,-0.5451795036699978,-1.5350588660049551,0.44469985866495965
T2,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_SECONDARY,GSE54514,4,-0.6595794469974661,-1.3598673106664418,0.040708416671509595
T2,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_SECONDARY,GSE57065,4,-0.34786137325447564,-1.0805087182873523,0.3847859717784009
T2,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_SECONDARY,GSE8121,4,-0.561979922967083,-1.5220030282198493,0.39804318228568325
T2,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_SECONDARY,GSE95233,4,-0.3894687738225141,-1.2680288787170442,0.48909133107201586
T2,HALLMARK_MITOTIC_SPINDLE,HALLMARK_SECONDARY,GSE110487,4,-0.10153643661014627,-0.3570496999007309,0.15397682668043833
T2,HALLMARK_MITOTIC_SPINDLE,HALLMARK_SECONDARY,GSE54514,4,-0.13568169865818688,-0.36830136106381256,0.0969379637474388
T2,HALLMARK_MITOTIC_SPINDLE,HALLMARK_SECONDARY,GSE57065,4,-0.13428646318186635,-0.38093438611131397,0.11236145974758127
T2,HALLMARK_MITOTIC_SPINDLE,HALLMARK_SECONDARY,GSE8121,4,-0.1812372514375352,-0.4028527761024282,0.04037827322735779
T2,HALLMARK_MITOTIC_SPINDLE,HALLMARK_SECONDARY,GSE95233,4,-0.059510658599674957,-0.22198905862043627,0.10296774142108635
T2,HALLMARK_MTORC1_SIGNALING,HALLMARK_SECONDARY,GSE110487,4,-0.015106259925969177,-0.5705447740428129,0.5403322541908746
T2,HALLMARK_MTORC1_SIGNALING,HALLMARK_SECONDARY,GSE54514,4,-0.21441041718368342,-0.3648062484665815,-0.06401458590078535
T2,HALLMARK_MTORC1_SIGNALING,HALLMARK_SECONDARY,GSE57065,4,-0.07653846489146149,-0.6842868571958816,0.5312099274129587
T2,HALLMARK_MTORC1_SIGNALING,HALLMARK_SECONDARY,GSE8121,4,-0.042776206030289976,-0.6622734627270666,0.5767210506664866
T2,HALLMARK_MTORC1_SIGNALING,HALLMARK_SECONDARY,GSE95233,4,-0.03000994423550385,-0.625015460886961,0.5649955724159533
T2,HALLMARK_MYC_TARGETS_V1,HALLMARK_SECONDARY,GSE110487,4,0.3077975517694543,-0.4290610180528152,1.0446561215917238
T2,HALLMARK_MYC_TARGETS_V1,HALLMARK_SECONDARY,GSE54514,4,0.17507038691616533,-0.24198342231269354,0.5921241961450242
T2,HALLMARK_MYC_TARGETS_V1,HALLMARK_SECONDARY,GSE57065,4,0.34694893296334633,-0.3849696015913377,1.0788674675180303
T2,HALLMARK_MYC_TARGETS_V1,HALLMARK_SECONDARY,GSE8121,4,0.4695819252209508,-0.06841711196996642,1.0075809624118681
T2,HALLMARK_MYC_TARGETS_V1,HALLMARK_SECONDARY,GSE95233,4,0.37392779725614866,-0.3477976330621091,1.0956532275744064
T2,HALLMARK_MYC_TARGETS_V2,HALLMARK_SECONDARY,GSE110487,4,0.45833893226857403,-0.24052739694903646,1.1572052614861845
T2,HALLMARK_MYC_TARGETS_V2,HALLMARK_SECONDARY,GSE54514,4,0.40953561188585585,-0.1949134140740939,1.0139846378458057
T2,HALLMARK_MYC_TARGETS_V2,HALLMARK_SECONDARY,GSE57065,4,0.4382219966427695,-0.21512497853051615,1.0915689718160553
T2,HALLMARK_MYC_TARGETS_V2,HALLMARK_SECONDARY,GSE8121,4,0.6468031832033496,0.44589938711753574,0.8477069792891635
T2,HALLMARK_MYC_TARGETS_V2,HALLMARK_SECONDARY,GSE95233,4,0.47800695547304345,-0.22046671887439745,1.1764806298204844
T2,HALLMARK_MYOGENESIS,HALLMARK_SECONDARY,GSE110487,4,-0.1833607265890577,-0.6349201247952051,0.26819867161708966
T2,HALLMARK_MYOGENESIS,HALLMARK_SECONDARY,GSE54514,4,-0.15055666193939599,-0.5730787214484367,0.2719653975696448
T2,HALLMARK_MYOGENESIS,HALLMARK_SECONDARY,GSE57065,4,-0.04165939173493763,-0.22741939482719625,0.144100611357321
T2,HALLMARK_MYOGENESIS,HALLMARK_SECONDARY,GSE8121,4,-0.2106659147104775,-0.5734387702744465,0.15210694085349144
T2,HALLMARK_MYOGENESIS,HALLMARK_SECONDARY,GSE95233,4,-0.1255719421538552,-0.5454429487008177,0.29429906439310727
T2,HALLMARK_NOTCH_SIGNALING,HALLMARK_SECONDARY,GSE110487,4,0.09619685497075031,-0.6190205956095705,0.811414305551071
T2,HALLMARK_NOTCH_SIGNALING,HALLMARK_SECONDARY,GSE54514,4,0.27436015197806135,-0.007330253464541858,0.5560505574206646
T2,HALLMARK_NOTCH_SIGNALING,HALLMARK_SECONDARY,GSE57065,4,0.008700812481629622,-0.5759292659482376,0.5933308909114967
T2,HALLMARK_NOTCH_SIGNALING,HALLMARK_SECONDARY,GSE8121,4,0.05766316294417731,-0.6366373480143217,0.7519636739026763
T2,HALLMARK_NOTCH_SIGNALING,HALLMARK_SECONDARY,GSE95233,4,0.10433826936641143,-0.6079388609417442,0.8166153996745671
T2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PRESET_PRIMARY,GSE110487,4,0.25032164155775766,-0.584110332557495,1.0847536156730102
T2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PRESET_PRIMARY,GSE54514,4,0.0028174482546186124,-0.3416601329657222,0.3472950294749594
T2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PRESET_PRIMARY,GSE57065,4,0.1399559913014849,-0.7113685565915215,0.9912805391944914
T2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PRESET_PRIMARY,GSE8121,4,0.2538322639477739,-0.5857621034049795,1.0934266313005274
T2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PRESET_PRIMARY,GSE95233,4,0.27054019095106724,-0.48945365347661524,1.0305340353787498
T2,HALLMARK_P53_PATHWAY,HALLMARK_SECONDARY,GSE110487,4,0.22784988620381114,-0.4928887044764057,0.948588476884028
T2,HALLMARK_P53_PATHWAY,HALLMARK_SECONDARY,GSE54514,4,0.09790798225968868,-0.5835301123173445,0.7793460768367219
T2,HALLMARK_P53_PATHWAY,HALLMARK_SECONDARY,GSE57065,4,0.06071091475591936,-0.5144748786135365,0.6358967081253752
T2,HALLMARK_P53_PATHWAY,HALLMARK_SECONDARY,GSE8121,4,0.1825646347417123,-0.5811865719547746,0.9463158414381991
T2,HALLMARK_P53_PATHWAY,HALLMARK_SECONDARY,GSE95233,4,0.30256866290105827,-0.18986702542994938,0.7950043512320659
T2,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_SECONDARY,GSE110487,3,0.09531170080635258,-0.5791875444309703,0.7698109460436754
T2,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_SECONDARY,GSE57065,3,0.07832031063444735,-0.5096282697848994,0.666268891053794
T2,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_SECONDARY,GSE8121,3,0.013249746953327344,-0.7030658031789991,0.7295652970856539
T2,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_SECONDARY,GSE95233,3,-0.0663800012645453,-0.35161994992702295,0.21885994739793235
T2,HALLMARK_PEROXISOME,HALLMARK_SECONDARY,GSE110487,4,0.35958029445549655,-0.15631571353979046,0.8754763024507836
T2,HALLMARK_PEROXISOME,HALLMARK_SECONDARY,GSE54514,4,0.1913226586362839,-0.33079143944010897,0.7134367567126767
T2,HALLMARK_PEROXISOME,HALLMARK_SECONDARY,GSE57065,4,0.15404230082809886,-0.3057753337684146,0.6138599354246124
T2,HALLMARK_PEROXISOME,HALLMARK_SECONDARY,GSE8121,4,0.3435732465726832,-0.2276824462262721,0.9148289393716384
T2,HALLMARK_PEROXISOME,HALLMARK_SECONDARY,GSE95233,4,0.2804353178918016,-0.34498978853009127,0.9058604243136945
T2,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_SECONDARY,GSE110487,4,-0.17662516077051268,-0.5898654752160017,0.23661515367497635
T2,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_SECONDARY,GSE54514,4,-0.179278723002481,-0.5605258277339615,0.2019683817289995
T2,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_SECONDARY,GSE57065,4,-0.05352504331141332,-0.19288314547029084,0.08583305884746419
T2,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_SECONDARY,GSE8121,4,-0.25176753468458807,-0.6024842125954376,0.09894914322626147
T2,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_SECONDARY,GSE95233,4,-0.16700110955164793,-0.5629205790491094,0.2289183599458136
T2,HALLMARK_PROTEIN_SECRETION,HALLMARK_SECONDARY,GSE110487,4,-0.05646171492149408,-0.4969127227508086,0.3839892929078204
T2,HALLMARK_PROTEIN_SECRETION,HALLMARK_SECONDARY,GSE54514,4,-0.1295541158568688,-0.4226759564435899,0.1635677247298523
T2,HALLMARK_PROTEIN_SECRETION,HALLMARK_SECONDARY,GSE57065,4,-0.10914798712782399,-0.47054916862334223,0.2522531943676943
T2,HALLMARK_PROTEIN_SECRETION,HALLMARK_SECONDARY,GSE8121,4,-0.0883541104452537,-0.5487387961082241,0.3720305752177167
