time_window,time_label,pathway,tier,cohort_count,total_paired_n,pooled_delta_z,ci_low,ci_high,prediction_low,prediction_high,tau2,i2_percent,direction_consistency,p_value,fdr_within_window_tier
T1,T24,HALLMARK_MTORC1_SIGNALING,HALLMARK_SECONDARY,4,172,-0.061023034922396406,-0.5190215398576883,0.3969754700128955,-1.2944176882807379,1.1723716184359452,0.06146221934558465,72.9615332213927,0.5,0.7001159687065459,0.7836359493283165
T1,T24,HALLMARK_MYC_TARGETS_V1,HALLMARK_SECONDARY,4,172,0.0783054113261169,-0.3785401784405634,0.5351510010927972,-0.9971086329448305,1.1537194555970642,0.041863959961651175,56.566205584287886,0.5,0.6233623686046239,0.7836359493283165
T1,T24,HALLMARK_MYC_TARGETS_V2,HALLMARK_SECONDARY,4,172,0.24940959817805972,0.05489842111369983,0.4439207752424196,-0.013568616273738482,0.5123878126298579,0.0,0.0,1.0,0.02657920714354443,0.1932402259815158
T1,T24,HALLMARK_MYOGENESIS,HALLMARK_SECONDARY,4,172,-0.030158741404007934,-0.26240975262004934,0.2020922698120335,-0.3441610376011564,0.28384355479314055,0.0,18.879037643828113,0.5,0.7071836615889686,0.7836359493283165
T1,T24,HALLMARK_NOTCH_SIGNALING,HALLMARK_SECONDARY,4,172,0.24163096840954984,-0.1866669867442282,0.6699289235633279,-0.6433794439875082,1.126641380806608,0.024196020384847482,55.45091113176651,0.75,0.1704590397750596,0.49920147362696027
T1,T24,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PRESET_PRIMARY,4,172,0.2258636144263956,0.12145289557284983,0.3302743332799414,0.08470080400008809,0.3670264248527031,0.0,0.0,1.0,0.0062782887429080215,0.05650459868617219
T1,T24,HALLMARK_P53_PATHWAY,HALLMARK_SECONDARY,4,172,0.3896073990125016,0.02486405006519815,0.7543507479598051,-0.46517530500936327,1.2443901030343665,0.026331750271660997,43.04309686878914,1.0,0.04248038868375699,0.1932402259815158
T1,T24,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_SECONDARY,3,141,-0.19447707405049805,-0.2187703401376966,-0.1701838079632995,-0.26621774939948595,-0.12273639870151017,0.0,0.0,1.0,0.0008418093415147515,0.03451418300210481
T1,T24,HALLMARK_PEROXISOME,HALLMARK_SECONDARY,4,172,0.2418905174440708,0.023715300072280232,0.4600657348158614,-0.053081370382622395,0.536862405270764,0.0,1.1252550377177242,1.0,0.03868428129211545,0.1932402259815158
T1,T24,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_SECONDARY,4,172,-0.02918519743695965,-0.58643701156947,0.5280666166955507,-1.4752481102336676,1.4168777153597483,0.08229343277642653,67.84692251928665,0.75,0.8782259984429066,0.9194922636702181
T1,T24,HALLMARK_PROTEIN_SECRETION,HALLMARK_SECONDARY,4,172,0.01803601592477067,-0.39008492809918144,0.42615695994872277,-0.9127941138254613,0.9488661456750026,0.03035659381457436,57.84279905792141,0.5,0.8970656230928956,0.9194922636702181
T1,T24,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_SECONDARY,4,172,0.0073196778169653,-0.3650042259058743,0.3796435815398049,-0.9673714731414076,0.9820108287753382,0.037629663863340296,65.73913610930205,0.5,0.9540480311422797,0.9540480311422797
T1,T24,HALLMARK_SPERMATOGENESIS,HALLMARK_SECONDARY,3,141,-0.08390445617836155,-0.5792747266617988,0.4114658143050757,-2.5786540736088446,2.410845161252121,0.025294578492107214,52.751819131844655,0.6666666666666666,0.5419255666899893,0.7794906572837264
T1,T24,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_SECONDARY,4,172,0.07526916968547362,-0.2508291996776082,0.4013675390485554,-0.6108929087718877,0.7614312481428349,0.014932362386991067,33.27675511337081,0.5,0.515813592515718,0.7794906572837264
T1,T24,HALLMARK_TNFA_SIGNALING_VIA_NFKB,PRESET_PRIMARY,4,172,-0.21972118986911668,-1.0060904086717553,0.5666480289335218,-2.447760517332788,2.0083181375945545,0.20709075564503773,88.20870423650297,0.5,0.43939178630069686,0.7941274066597231
T1,T24,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_SECONDARY,4,172,-0.10155196257829181,-0.7934020236711379,0.5902980985145543,-1.920276149459423,1.7171722243028391,0.1314130113645738,78.19640817690261,0.5,0.6722423990788158,0.7836359493283165
T1,T24,HALLMARK_UV_RESPONSE_DN,HALLMARK_SECONDARY,4,172,-0.08183665722303901,-0.7829069524504659,0.6192336380043879,-1.9963781065330424,1.8327047920869641,0.14946728825376707,79.08100033081502,0.5,0.7349582991038823,0.7929813227173468
