dataset,signature_id,time_window,paired_n,mean_delta_z,median_delta_z,q1_delta_z,q3_delta_z,bootstrap_se,ci95_lower,ci95_upper,mean_raw_change,proportion_increasing,paired_correlation,winsorized_mean_delta_z,max_leave_one_out_mean_shift,mixed_model_effect,mixed_model_se,model_status,analysis_role
GSE8121,SIG003,T2,30,-1.2358170531118964,-0.4928570386230344,-1.897222308918866,-0.11888222943519884,0.44698043695440803,-2.1998979917942365,-0.47767523398256084,-0.24195367935584414,0.23333333333333334,0.4464989827898749,-1.1617132830745123,0.3340790513927627,-1.235817053111897,0.44993279504952505,CONVERGED,PRESPECIFIED_NON_PILOT
GSE8121,SIG004,T2,30,0.5171729426030627,0.1852452972598607,-0.3018704523879353,0.6502097097934567,0.2796796672589528,0.03492379473245307,1.106921237764198,0.22880116757908386,0.6333333333333333,0.5343624229504087,0.4532499132137963,0.21232806429750767,0.517172942603063,0.2829468433938017,CONVERGED,PRESPECIFIED_NON_PILOT
GSE8121,SIG022,T2,30,-0.10729811256251873,-0.05667080617290885,-0.6514738765373166,0.29167892364178527,0.10526216471262195,-0.3120622738706268,0.10624047738460414,-0.14771613123406435,0.43333333333333335,0.8382298174486177,-0.11602161542600878,0.049648421129821874,-0.10729811256251873,0.1045032832317449,CONVERGED,PRESPECIFIED_NON_PILOT
GSE8121,SIG023,T2,30,0.049294475730160804,-0.10467214531916835,-0.22266629321041195,0.09246720511449752,0.10770941344341468,-0.15023032506639486,0.2602542564936143,0.25877476380000003,0.36666666666666664,0.8298061872958041,0.05439007256783003,0.05103015696423597,0.04929447573016081,0.1092453479770383,CONVERGED,PRESPECIFIED_NON_PILOT
GSE8121,SIG033,T2,30,-0.07439888632372413,0.030577077041996952,-0.09777163957858348,0.2229238842354356,0.16878134100915024,-0.4438788190308064,0.157507124240714,-0.36319822857488343,0.5666666666666667,0.3540824009748042,0.0346312437128626,0.16549574532967692,-0.07439888632372416,0.19034010856748942,CONVERGED,PRESPECIFIED_NON_PILOT
GSE8121,SIG034,T2,30,0.060985738092450996,0.05746344594697246,-0.16204093114102905,0.4305208181076115,0.1223807399394569,-0.18718141105913016,0.2901932875928187,0.1455505355058628,0.5333333333333333,0.7408795610665677,0.0907340581760955,0.08942791201279196,0.060985738092450927,0.1255054031686326,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG001,T1,20,-0.3454618991432918,-0.4643163300370439,-0.817380193878676,-0.17486253375034333,0.16985958809404236,-0.6631220034270877,-0.0056801051373540894,-0.20841954037637067,0.25,0.7208709360667346,-0.36501374830795885,0.1081036248018098,-0.34546189914329173,0.17228583217682136,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG001,T2,31,-1.068423878468503,-1.1021600949937682,-1.785513237410557,-0.2218164457437689,0.18591978418640112,-1.437008802409886,-0.6935165712923844,-0.64458747615806,0.12903225806451613,0.5925990301019485,-1.0773178957875789,0.070175520283553,-1.0684238784685045,0.19082713228512194,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG002,T1,20,-0.17313817409584625,0.015418570990409369,-0.9270328639636509,0.31040525853009115,0.22730426432954232,-0.6249813573265797,0.2595282375383203,-0.17115893274999988,0.5,0.4988503956978115,-0.1837051228277465,0.10929849042401273,-0.17313817409584756,0.23867260854149613,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG002,T2,31,-0.877910548541263,-0.90277064177081,-1.7434573605118615,-0.3154675181103671,0.20751043872104255,-1.2643476294292677,-0.46700113393868836,-0.8678746516935483,0.16129032258064516,0.33821827270230065,-0.9236420110055462,0.12142603305232691,-0.8779105485412625,0.2087865366612599,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG003,T1,20,-0.2255206330606594,-0.40489944021414914,-0.7141305642300546,-0.0768152150466874,0.20537524632819532,-0.5930116462131438,0.20810043021486432,-0.01679752693831619,0.25,0.601727948228763,-0.25757882105027713,0.1554809414374252,-0.22552063306065975,0.21480685553379453,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG003,T2,31,-1.2010246142984093,-1.0566041992406898,-2.4300768649315465,-0.3517004260784099,0.2491232385373213,-1.6850864868642919,-0.7077078984957168,-0.08945630844709442,0.1935483870967742,0.2093896827027766,-1.1977520193895266,0.12221095448873043,-1.2010246142984056,0.2626914104046733,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG004,T1,20,-0.24743921599169072,-0.20656768716035315,-0.8545178751914018,0.48078818809178553,0.23069038342450493,-0.6981781158852061,0.19789634572787043,-0.012915375723358513,0.45,0.43565171982812523,-0.24206948230506525,0.10554169793097443,-0.24743921599169044,0.2397828169951638,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG004,T2,31,0.6577234055200887,1.0822476287598775,-0.30252014381756165,1.5189648221480383,0.24238205207451843,0.17433175711114401,1.1112882127130566,0.0343306329608808,0.6129032258064516,0.267793702698069,0.6344384912597091,0.10638848572723703,0.65772340552009,0.24445767302799812,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG022,T1,20,-0.2844166683801482,-0.2225478352861742,-0.6608974876537348,0.1847046396179113,0.12968790107397485,-0.5510495600934815,-0.04376355769244441,-0.14915873771220242,0.4,0.7792691570763155,-0.2771976659293204,0.08281140672072276,-0.28441666838014784,0.13217261630024565,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG022,T2,31,0.12271057166694622,0.2658468474593062,-0.24310403931927865,0.5701603637411041,0.1357268883798253,-0.14251171354122377,0.3782572426795539,0.06435401299800188,0.6129032258064516,0.7067147377780383,0.11738931755191181,0.05675488407964373,0.12271057166694622,0.14047505796031867,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG023,T1,20,0.3302774250683943,0.5455136337425044,-0.11228125331115305,0.8902804471398177,0.1381099262367278,0.04229663118204312,0.5823958042789465,0.7667933954999999,0.7,0.7388748917606729,0.33749617950912203,0.0730823170554385,0.3302774250683948,0.1393459278051449,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG023,T2,31,-0.10679284380492043,-0.3157063427675783,-0.7278344245123718,0.46023505917970353,0.13695160170605913,-0.37613723880799,0.1650132263591372,-0.24793716161290325,0.41935483870967744,0.7167886520829638,-0.10500210041305114,0.048942850862494475,-0.10679284380492016,0.13740050448218463,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG033,T1,20,-0.2670993762086468,-0.12414914647388162,-0.520832347727736,0.1881903310042967,0.2048508350076657,-0.6824971637004238,0.11382564109985492,-0.18718178264804913,0.35,0.5205942691643931,-0.23729548771686887,0.13705826213642783,-0.26709937620864516,0.204842836416385,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG033,T2,31,-0.25598831106438585,0.06688070841180044,-0.7307026792371547,0.3408286536475914,0.1859272328136769,-0.6373858233553649,0.09076023270213025,-0.1793952089377582,0.5161290322580645,0.45618095182890217,-0.25867000813559504,0.1037527353051789,-0.2559883110643824,0.18751130360910095,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG034,T1,20,0.009668044195252912,0.01495342640072566,-0.5046827818063768,0.45893277613076133,0.15871204371873424,-0.3112848157339152,0.3029190671979393,0.0008238387862489094,0.5,0.6327239095296795,0.020904810037602094,0.09022684629899484,0.009668044195254308,0.16376574291584498,CONVERGED,PRESPECIFIED_NON_PILOT
GSE95233,SIG034,T2,31,-0.23213994270950333,-0.15301513189024277,-0.769215240922416,0.08679855866567396,0.12831002964228225,-0.46475248169392097,0.032653997288048534,-0.019781238560699993,0.3225806451612903,0.769580687120515,-0.24093740162064453,0.06857331206558515,-0.23213994270950336,0.12884820892190496,CONVERGED,PRESPECIFIED_NON_PILOT
