dataset,platform_id,feature_id,original_symbol,canonical_symbol,match_basis,mapping_ambiguity,included_in_lock,evidence_source
GSE8121,GPL570,211060_x_at,GPAA1,GPAA1,GPAA1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,215690_x_at,GPAA1,GPAA1,GPAA1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,205936_s_at,HK3,HK3,HK3,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,201137_s_at,HLA-DPB1,HLA-DPB1,HLA-DPB1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,244485_at,HLA-DPB1,HLA-DPB1,HLA-DPB1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,207165_at,HMMR,HMMR,HMMR,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,209709_s_at,HMMR,HMMR,HMMR,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,227865_at,IDNK,IDNK,IDNK,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,239086_at,IDNK,IDNK,IDNK,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,202411_at,IFI27,IFI27,IFI27,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,204439_at,IFI44L,IFI44L,IFI44L,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,203233_at,IL4R,IL4R,IL4R,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,201015_s_at,JUP,JUP,JUP,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,205157_s_at,KRT17///JUP,JUP,KRT17///JUP,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,212236_x_at,KRT17///JUP,JUP,KRT17///JUP,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,219306_at,KIF15,KIF15,KIF15,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,219157_at,KLHL2,KLHL2,KLHL2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,214470_at,KLRB1,KLRB1,KLRB1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,201551_s_at,LAMP1,LAMP1,LAMP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,201552_at,LAMP1,LAMP1,LAMP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,201553_s_at,LAMP1,LAMP1,LAMP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,213728_at,LAMP1,LAMP1,LAMP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,207734_at,LAX1,LAX1,LAX1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,212531_at,LCN2,LCN2,LCN2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,1559754_at,LTB,LTB,LTB,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,207339_s_at,LTB,LTB,LTB,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,218559_s_at,MAFB,MAFB,MAFB,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,222670_s_at,MAFB,MAFB,MAFB,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,221619_s_at,MTCH1,MTCH1,MTCH1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,206491_s_at,NAPA,NAPA,NAPA,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,208751_at,NAPA,NAPA,NAPA,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,1562256_at,NLRP1,NLRP1,NLRP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,1562257_x_at,NLRP1,NLRP1,NLRP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,210113_s_at,NLRP1,NLRP1,NLRP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,211822_s_at,NLRP1,NLRP1,NLRP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,211824_x_at,NLRP1,NLRP1,NLRP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,1562761_at,NMRK1,NMRK1,NMRK1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,219147_s_at,NMRK1,NMRK1,NMRK1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,203814_s_at,NQO2,NQO2,NQO2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,237870_at,NQO2,NQO2,NQO2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,205660_at,OASL,OASL,OASL,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,210797_s_at,OASL,OASL,OASL,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,205040_at,ORM1,ORM1,ORM1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,205041_s_at,ORM2///ORM1,ORM1,ORM2///ORM1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,214465_at,ORM2///ORM1,ORM1,ORM2///ORM1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,206246_at,PFKFB4,PFKFB4,PFKFB4,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,228499_at,PFKFB4,PFKFB4,PFKFB4,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,206214_at,PLA2G7,PLA2G7,PLA2G7,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,219014_at,PLAC8,PLAC8,PLAC8,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,218009_s_at,PRC1,PRC1,PRC1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,206608_s_at,RPGRIP1,RPGRIP1,RPGRIP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,219734_at,SIDT1,SIDT1,SIDT1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,203021_at,SLPI,SLPI,SLPI,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,212921_at,SMYD2,SMYD2,SMYD2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,212922_s_at,SMYD2,SMYD2,SMYD2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,243288_at,SMYD2,SMYD2,SMYD2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,201506_at,TGFBI,TGFBI,TGFBI,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,211967_at,TMEM123,TMEM123,TMEM123,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,217733_s_at,TMSB10,TMSB10,TMSB10,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,207196_s_at,TNIP1,TNIP1,TNIP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,243423_at,TNIP1,TNIP1,TNIP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,202478_at,TRIB2,TRIB2,TRIB2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,202479_s_at,TRIB2,TRIB2,TRIB2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,208864_s_at,TXN,TXN,TXN,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,216609_at,TXN,TXN,TXN,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,205546_s_at,TYK2,TYK2,TYK2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,201649_at,UBE2L6,UBE2L6,UBE2L6,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,204929_s_at,VAMP5,VAMP5,VAMP5,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,214115_at,VAMP5,VAMP5,VAMP5,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,205126_at,VRK2,VRK2,VRK2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,1553952_at,ZDHHC19,ZDHHC19,ZDHHC19,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE8121,GPL570,231122_x_at,ZDHHC19,ZDHHC19,ZDHHC19,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,206170_at,ADRB2,ADRB2,ADRB2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,209369_at,ANXA3,ANXA3,ANXA3,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,205568_at,AQP9,AQP9,AQP9,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,220237_at,ATG3,ATG3,ATG3,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,221492_s_at,ATG3,ATG3,ATG3,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,214575_s_at,AZU1,AZU1,AZU1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,205965_at,BATF,BATF,BATF,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,214390_s_at,BCAT1,BCAT1,BCAT1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,214452_at,BCAT1,BCAT1,BCAT1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,225285_at,BCAT1,BCAT1,BCAT1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,226517_at,BCAT1,BCAT1,BCAT1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,1553088_a_at,BCL2L11,BCL2L11,BCL2L11,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,1553096_s_at,BCL2L11,BCL2L11,BCL2L11,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,1555372_at,BCL2L11,BCL2L11,BCL2L11,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,1558143_a_at,BCL2L11,BCL2L11,BCL2L11,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,208536_s_at,BCL2L11,BCL2L11,BCL2L11,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,222343_at,BCL2L11,BCL2L11,BCL2L11,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,225606_at,BCL2L11,BCL2L11,BCL2L11,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,203140_at,BCL6,BCL6,BCL6,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,215990_s_at,BCL6,BCL6,BCL6,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,228758_at,BCL6,BCL6,BCL6,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,1556000_s_at,BTBD7,BTBD7,BTBD7,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,217141_at,BTBD7,BTBD7,BTBD7,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,220297_at,BTBD7,BTBD7,BTBD7,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,224943_at,BTBD7,BTBD7,BTBD7,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,224945_at,BTBD7,BTBD7,BTBD7,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,201456_s_at,BUB3,BUB3,BUB3,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,201457_x_at,BUB3,BUB3,BUB3,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,201458_s_at,BUB3,BUB3,BUB3,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,209974_s_at,BUB3,BUB3,BUB3,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,229827_at,BUB3,BUB3,BUB3,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,237245_at,BUB3,BUB3,BUB3,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,209906_at,C3AR1,C3AR1,C3AR1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,210244_at,CAMP,CAMP,CAMP,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,207181_s_at,CASP7,CASP7,CASP7,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,216598_s_at,CCL2,CCL2,CCL2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,206576_s_at,CEACAM1,CEACAM1,CEACAM1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,209498_at,CEACAM1,CEACAM1,CEACAM1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,210610_at,CEACAM1,CEACAM1,CEACAM1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,211883_x_at,CEACAM1,CEACAM1,CEACAM1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,211889_x_at,CEACAM1,CEACAM1,CEACAM1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,207205_at,CEACAM4,CEACAM4,CEACAM4,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,206676_at,CEACAM8,CEACAM8,CEACAM8,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,218542_at,CEP55,CEP55,CEP55,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,200838_at,CTSB,CTSB,CTSB,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,200839_s_at,CTSB,CTSB,CTSB,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,213274_s_at,CTSB,CTSB,CTSB,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,213275_x_at,CTSB,CTSB,CTSB,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,227961_at,CTSB,CTSB,CTSB,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,205653_at,CTSG,CTSG,CTSG,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,1568934_at,CX3CR1,CX3CR1,CX3CR1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,205898_at,CX3CR1,CX3CR1,CX3CR1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,206974_at,CXCR6,CXCR6,CXCR6,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,211469_s_at,CXCR6,CXCR6,CXCR6,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,207269_at,DEFA4,DEFA4,DEFA4,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,214054_at,DOK2,DOK2,DOK2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,220320_at,DOK3,DOK3,DOK3,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,223553_s_at,DOK3,DOK3,DOK3,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,219349_s_at,EXOC2,EXOC2,EXOC2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,226270_at,EXOC2,EXOC2,EXOC2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,221601_s_at,FCMR,FAIM3,FCMR,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,221602_s_at,FCMR,FAIM3,FCMR,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,225327_at,FAM214A,FAM214A,FAM214A,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,235193_at,FAM214A,FAM214A,FAM214A,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,226448_at,MIR1182///FAM89A,FAM89A,MIR1182///FAM89A,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,205349_at,GNA15,GNA15,GNA15,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,201618_x_at,GPAA1,GPAA1,GPAA1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,211060_x_at,GPAA1,GPAA1,GPAA1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,215690_x_at,GPAA1,GPAA1,GPAA1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,205936_s_at,HK3,HK3,HK3,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,201137_s_at,HLA-DPB1,HLA-DPB1,HLA-DPB1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,244485_at,HLA-DPB1,HLA-DPB1,HLA-DPB1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,207165_at,HMMR,HMMR,HMMR,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,209709_s_at,HMMR,HMMR,HMMR,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,227865_at,IDNK,IDNK,IDNK,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,239086_at,IDNK,IDNK,IDNK,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,202411_at,IFI27,IFI27,IFI27,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,204439_at,IFI44L,IFI44L,IFI44L,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,203233_at,IL4R,IL4R,IL4R,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,201015_s_at,JUP,JUP,JUP,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,205157_s_at,KRT17///JUP,JUP,KRT17///JUP,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,212236_x_at,KRT17///JUP,JUP,KRT17///JUP,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,219306_at,KIF15,KIF15,KIF15,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,219157_at,KLHL2,KLHL2,KLHL2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,214470_at,KLRB1,KLRB1,KLRB1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,201551_s_at,LAMP1,LAMP1,LAMP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,201552_at,LAMP1,LAMP1,LAMP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,201553_s_at,LAMP1,LAMP1,LAMP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,213728_at,LAMP1,LAMP1,LAMP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,207734_at,LAX1,LAX1,LAX1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,212531_at,LCN2,LCN2,LCN2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,1559754_at,LTB,LTB,LTB,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,207339_s_at,LTB,LTB,LTB,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,218559_s_at,MAFB,MAFB,MAFB,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,222670_s_at,MAFB,MAFB,MAFB,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,221619_s_at,MTCH1,MTCH1,MTCH1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,206491_s_at,NAPA,NAPA,NAPA,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,208751_at,NAPA,NAPA,NAPA,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,1562256_at,NLRP1,NLRP1,NLRP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,1562257_x_at,NLRP1,NLRP1,NLRP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,210113_s_at,NLRP1,NLRP1,NLRP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,211822_s_at,NLRP1,NLRP1,NLRP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,211824_x_at,NLRP1,NLRP1,NLRP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,1562761_at,NMRK1,NMRK1,NMRK1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,219147_s_at,NMRK1,NMRK1,NMRK1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,203814_s_at,NQO2,NQO2,NQO2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,237870_at,NQO2,NQO2,NQO2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,205660_at,OASL,OASL,OASL,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,210797_s_at,OASL,OASL,OASL,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,205040_at,ORM1,ORM1,ORM1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,205041_s_at,ORM2///ORM1,ORM1,ORM2///ORM1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,214465_at,ORM2///ORM1,ORM1,ORM2///ORM1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,206246_at,PFKFB4,PFKFB4,PFKFB4,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,228499_at,PFKFB4,PFKFB4,PFKFB4,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,206214_at,PLA2G7,PLA2G7,PLA2G7,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,219014_at,PLAC8,PLAC8,PLAC8,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,218009_s_at,PRC1,PRC1,PRC1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,206608_s_at,RPGRIP1,RPGRIP1,RPGRIP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,219734_at,SIDT1,SIDT1,SIDT1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,203021_at,SLPI,SLPI,SLPI,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,212921_at,SMYD2,SMYD2,SMYD2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,212922_s_at,SMYD2,SMYD2,SMYD2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,243288_at,SMYD2,SMYD2,SMYD2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,201506_at,TGFBI,TGFBI,TGFBI,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,211967_at,TMEM123,TMEM123,TMEM123,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,217733_s_at,TMSB10,TMSB10,TMSB10,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,207196_s_at,TNIP1,TNIP1,TNIP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,243423_at,TNIP1,TNIP1,TNIP1,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,202478_at,TRIB2,TRIB2,TRIB2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,202479_s_at,TRIB2,TRIB2,TRIB2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,208864_s_at,TXN,TXN,TXN,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,216609_at,TXN,TXN,TXN,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,205546_s_at,TYK2,TYK2,TYK2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,201649_at,UBE2L6,UBE2L6,UBE2L6,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,204929_s_at,VAMP5,VAMP5,VAMP5,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,214115_at,VAMP5,VAMP5,VAMP5,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,205126_at,VRK2,VRK2,VRK2,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,1553952_at,ZDHHC19,ZDHHC19,ZDHHC19,NO,YES,GPL570 GEO annotation release 2016-08-09
GSE95233,GPL570,231122_x_at,ZDHHC19,ZDHHC19,ZDHHC19,NO,YES,GPL570 GEO annotation release 2016-08-09
