dataset,platform_id,feature_id,original_symbol,canonical_symbol,match_basis,mapping_ambiguity,included_in_lock,evidence_source
GSE110487,RNASEQ_GENCODE25,ENSG00000169252,ADRB2,ADRB2,SYMBOL:ADRB2,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000138772,ANXA3,ANXA3,SYMBOL:ANXA3,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000103569,AQP9,AQP9,SYMBOL:AQP9,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000144848,ATG3,ATG3,SYMBOL:ATG3,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000172232,AZU1,AZU1,SYMBOL:AZU1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000156127,BATF,BATF,SYMBOL:BATF,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000060982,BCAT1,BCAT1,SYMBOL:BCAT1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000153094,BCL2L11,BCL2L11,SYMBOL:BCL2L11,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000113916,BCL6,BCL6,SYMBOL:BCL6,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000011114,BTBD7,BTBD7,SYMBOL:BTBD7,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000154473,BUB3,BUB3,SYMBOL:BUB3,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000171860,C3AR1,C3AR1,SYMBOL:C3AR1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000164047,CAMP,CAMP,SYMBOL:CAMP,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000198824,CAMP,CAMP,ALIAS:CAMP,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000165806,CASP7,CASP7,SYMBOL:CASP7,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000108691,CCL2,CCL2,SYMBOL:CCL2,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000079385,CEACAM1,CEACAM1,SYMBOL:CEACAM1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000105352,CEACAM4,CEACAM4,SYMBOL:CEACAM4,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000124469,CEACAM8,CEACAM8,SYMBOL:CEACAM8,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000138180,CEP55,CEP55,SYMBOL:CEP55,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000164733,CTSB,CTSB,SYMBOL:CTSB,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000100448,CTSG,CTSG,SYMBOL:CTSG,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000168329,CX3CR1,CX3CR1,SYMBOL:CX3CR1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000172215,CXCR6,CXCR6,SYMBOL:CXCR6,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000164821,DEFA4,DEFA4,SYMBOL:DEFA4,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000147443,DOK2,DOK2,SYMBOL:DOK2,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000146094,DOK3,DOK3,SYMBOL:DOK3,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000112685,EXOC2,EXOC2,SYMBOL:EXOC2,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000162894,FAIM3,FAIM3,ALIAS:FAIM3,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000047346,FAM214A,FAM214A,ALIAS:FAM214A,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000182118,FAM89A,FAM89A,SYMBOL:FAM89A,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000060558,GNA15,GNA15,SYMBOL:GNA15,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000197858,GPAA1,GPAA1,SYMBOL:GPAA1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000160883,HK3,HK3,SYMBOL:HK3,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000168172,HK3,HK3,ALIAS:HK3,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000223865,HLA-DPB1,HLA-DPB1,SYMBOL:HLA-DPB1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000231389,HLA-DPB1,HLA-DPB1,ALIAS:HLA-DPB1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000072571,HMMR,HMMR,SYMBOL:HMMR,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000148057,IDNK,IDNK,SYMBOL:IDNK,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000165949,IFI27,IFI27,SYMBOL:IFI27,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000137959,IFI44L,IFI44L,SYMBOL:IFI44L,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000077238,IL4R,IL4R,SYMBOL:IL4R,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000173801,JUP,JUP,SYMBOL:JUP,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000163808,KIF15,KIF15,SYMBOL:KIF15,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000109466,KLHL2,KLHL2,SYMBOL:KLHL2,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000111796,KLRB1,KLRB1,SYMBOL:KLRB1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000185896,LAMP1,LAMP1,SYMBOL:LAMP1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000122188,LAX1,LAX1,SYMBOL:LAX1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000148346,LCN2,LCN2,SYMBOL:LCN2,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000227507,LTB,LTB,SYMBOL:LTB,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000204103,MAFB,MAFB,SYMBOL:MAFB,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000137409,MTCH1,MTCH1,SYMBOL:MTCH1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000105402,NAPA,NAPA,SYMBOL:NAPA,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000131400,NAPA,NAPA,ALIAS:NAPA,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000091592,NLRP1,NLRP1,SYMBOL:NLRP1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000106733,NMRK1,NMRK1,SYMBOL:NMRK1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000124588,NQO2,NQO2,SYMBOL:NQO2,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000135114,OASL,OASL,SYMBOL:OASL,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000229314,ORM1,ORM1,SYMBOL:ORM1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000114268,PFKFB4,PFKFB4,SYMBOL:PFKFB4,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000146070,PLA2G7,PLA2G7,SYMBOL:PLA2G7,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000105198,PLAC8,PLAC8,ALIAS:PLAC8,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000145287,PLAC8,PLAC8,SYMBOL:PLAC8,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000198901,PRC1,PRC1,SYMBOL:PRC1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000092200,RPGRIP1,RPGRIP1,SYMBOL:RPGRIP1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000072858,SIDT1,SIDT1,SYMBOL:SIDT1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000124107,SLPI,SLPI,SYMBOL:SLPI,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000143499,SMYD2,SMYD2,SYMBOL:SMYD2,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000120708,TGFBI,TGFBI,SYMBOL:TGFBI,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000107833,TMEM123,TMEM123,ALIAS:TMEM123,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000152558,TMEM123,TMEM123,SYMBOL:TMEM123,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000034510,TMSB10,TMSB10,SYMBOL:TMSB10,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000145901,TNIP1,TNIP1,SYMBOL:TNIP1,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000071575,TRIB2,TRIB2,SYMBOL:TRIB2,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000100348,TXN,TXN,ALIAS:TXN,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000136810,TXN,TXN,SYMBOL:TXN,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000105397,TYK2,TYK2,SYMBOL:TYK2,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000156587,UBE2L6,UBE2L6,SYMBOL:UBE2L6,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000168899,VAMP5,VAMP5,SYMBOL:VAMP5,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000028116,VRK2,VRK2,SYMBOL:VRK2,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE110487,RNASEQ_GENCODE25,ENSG00000163958,ZDHHC19,ZDHHC19,SYMBOL:ZDHHC19,NO,YES,org.Hs.eg.db 3.22.0; GENCODE v25 source counts
GSE236713,GPL17077,A_23_P145024,ADRB2,ADRB2,ADRB2,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P121716,ANXA3,ANXA3,ANXA3,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P106362,AQP9,AQP9,AQP9,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P212706,ATG3,ATG3,ATG3,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3279353,AZU1,AZU1,AZU1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P128974,BATF,BATF,BATF,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P52921,BCAT1,BCAT1,BCAT1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P935986,BCAT1,BCAT1,BCAT1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P122921,BCL2L11,BCL2L11,BCL2L11,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3251932,BCL2L11,BCL2L11,BCL2L11,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3398526,BCL2L11,BCL2L11,BCL2L11,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P57856,BCL6,BCL6,BCL6,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P88184,BTBD7,BTBD7,BTBD7,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P210513,BTBD7,BTBD7,BTBD7,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P721898,BTBD7,BTBD7,BTBD7,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3416448,BTBD7,BTBD7,BTBD7,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P320658,BUB3,BUB3,BUB3,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P46924,BUB3,BUB3,BUB3,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P2431,C3AR1,C3AR1,C3AR1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P253791,CAMP,CAMP,CAMP,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P12572,CASP7,CASP7,CASP7,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3367341,CASP7,CASP7,CASP7,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P89431,CCL2,CCL2,CCL2,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P382319,CEACAM1,CEACAM1,CEACAM1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3268507,CEACAM1,CEACAM1,CEACAM1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3265309,CEACAM4,CEACAM4,CEACAM4,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P380240,CEACAM8,CEACAM8,CEACAM8,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P115872,CEP55,CEP55,CEP55,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3291831,CEP55,CEP55,CEP55,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3287631,CTSB,CTSB,CTSB,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P140384,CTSG,CTSG,CTSG,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P407565,CX3CR1,CX3CR1,CX3CR1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P109913,CXCR6,CXCR6,CXCR6,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P326080,DEFA4,DEFA4,DEFA4,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P134851,DOK2,DOK2,DOK2,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_32_P121085,DOK3,DOK3,DOK3,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3228564,DOK3,DOK3,DOK3,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3253144,DOK3,DOK3,DOK3,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P214354,EXOC2,EXOC2,EXOC2,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P138125,FAIM3,FAIM3,FAIM3,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P99853,KIAA1370,FAM214A,KIAA1370,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P418408,FAM89A,FAM89A,FAM89A,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P331128,GNA15,GNA15,GNA15,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P147383,GPAA1,GPAA1,GPAA1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3226600,GPAA1,GPAA1,GPAA1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P213584,HK3,HK3,HK3,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P258769,HLA-DPB1,HLA-DPB1,HLA-DPB1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P166443,HLA-DPB1,HLA-DPB1,HLA-DPB1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3271634,HLA-DPB1,HLA-DPB1,HLA-DPB1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3271635,HLA-DPB1,HLA-DPB1,HLA-DPB1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3271651,HLA-DPB1,HLA-DPB1,HLA-DPB1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P70007,HMMR,HMMR,HMMR,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P123732,C9orf103,IDNK,C9orf103,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P270460,IFI27,IFI27,IFI27,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P45871,IFI44L,IFI44L,IFI44L,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P129556,IL4R,IL4R,IL4R,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3349045,IL4R,IL4R,IL4R,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3395947,IL4R,IL4R,IL4R,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P501822,JUP,JUP,JUP,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P80902,KIF15,KIF15,KIF15,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P72503,KLHL2,KLHL2,KLHL2,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P99275,KLRB1,KLRB1,KLRB1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P162846,LAMP1,LAMP1,LAMP1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P438,LAX1,LAX1,LAX1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P169437,LCN2,LCN2,LCN2,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3248265,LTB,LTB,LTB,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P17345,MAFB,MAFB,MAFB,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3220837,MAFB,MAFB,MAFB,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P145388,MTCH1,MTCH1,MTCH1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3379157,MTCH1,MTCH1,MTCH1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P55990,NAPA,NAPA,NAPA,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P89550,NLRP1,NLRP1,NLRP1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P83615,NLRP1,NLRP1,NLRP1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P32036,C9orf95,NMRK1,C9orf95,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3417260,C9orf95,NMRK1,C9orf95,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_21_P0004718,NQO2,NQO2,NQO2,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P58953,NQO2,NQO2,NQO2,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3773261,NQO2,NQO2,NQO2,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P139786,OASL,OASL,OASL,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P169494,ORM1,ORM1,ORM1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P362904,PFKFB4,PFKFB4,PFKFB4,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P145096,PLA2G7,PLA2G7,PLA2G7,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P183128,PLAC8,PLAC8,PLAC8,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3241989,PLAC8,PLAC8,PLAC8,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P206059,PRC1,PRC1,PRC1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P88278,RPGRIP1,RPGRIP1,RPGRIP1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P132515,SIDT1,SIDT1,SIDT1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P190472,SLPI,SLPI,SLPI,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P170587,SMYD2,SMYD2,SMYD2,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P156327,TGFBI,TGFBI,TGFBI,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P309415,TMEM123,TMEM123,TMEM123,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P68106,TMSB10,TMSB10,TMSB10,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P30435,TNIP1,TNIP1,TNIP1,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_24_P396753,TRIB2,TRIB2,TRIB2,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3325978,TRIB2,TRIB2,TRIB2,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P60248,TXN,TXN,TXN,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P141917,TYK2,TYK2,TYK2,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P75741,UBE2L6,UBE2L6,UBE2L6,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P39840,VAMP5,VAMP5,VAMP5,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_33_P3417990,VRK2,VRK2,VRK2,NO,YES,GPL17077 GEO platform table
GSE236713,GPL17077,A_23_P314789,ZDHHC19,ZDHHC19,ZDHHC19,NO,YES,GPL17077 GEO platform table
GSE54514,GPL6947,ILMN_1695590,ADRB2,ADRB2,ADRB2,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1694548,ANXA3,ANXA3,ANXA3,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1715068,AQP9,AQP9,AQP9,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1769566,ATG3,ATG3,ATG3,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2163732,ATG3,ATG3,ATG3,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1730867,AZU1,AZU1,AZU1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1668822,BATF,BATF,BATF,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1766169,BCAT1,BCAT1,BCAT1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1766541,BCL2L11,BCL2L11,BCL2L11,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1774997,BCL2L11,BCL2L11,BCL2L11,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2359627,BCL2L11,BCL2L11,BCL2L11,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1737314,BCL6,BCL6,BCL6,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1746053,BCL6,BCL6,BCL6,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1687743,BTBD7,BTBD7,BTBD7,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1757298,BTBD7,BTBD7,BTBD7,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
