record_type,dataset,signature_id,time_window,scaling_method,paired_n,mean_change,bootstrap_se,ci95_lower,ci95_upper,cohort_n,tau2,I2_percent,prediction_lower,prediction_upper
COHORT,GSE54514,SIG003,T2,RAW_SCORE,28,-0.03609978505495821,,,,,,,,
COHORT,GSE54514,SIG003,T3,BASELINE_SD,18,-0.13324538099638483,0.35730610791291567,-0.859360906092888,0.5469954599034312,,,,,
COHORT,GSE54514,SIG003,T3,BASELINE_MAD,18,-0.10620325283315883,0.29004357109311724,-0.6624184124908998,0.47620568342126934,,,,,
COHORT,GSE54514,SIG003,T3,HEALTHY_CONTROL_SD,18,-0.11286057617699966,0.3051280961338518,-0.6753690483372351,0.50344676805516,,,,,
COHORT,GSE54514,SIG003,T3,BASELINE_PERCENTILE,18,-0.06481481481481483,0.09775268325362765,-0.2561728395061728,0.1265432098765432,,,,,
COHORT,GSE54514,SIG003,T3,RAW_SCORE,18,-0.018080361131358486,,,,,,,,
COHORT,GSE54514,SIG003,T4,BASELINE_SD,14,-0.2535405595270996,0.4107788919830078,-1.0501361639190006,0.5427691690455659,,,,,
COHORT,GSE54514,SIG003,T4,BASELINE_MAD,14,-0.20208454466160966,0.31878561554508666,-0.809114217839427,0.4397103765145355,,,,,
COHORT,GSE54514,SIG003,T4,HEALTHY_CONTROL_SD,14,-0.21475216190228538,0.329637042953284,-0.8880828490404213,0.4346653586715305,,,,,
COHORT,GSE54514,SIG003,T4,BASELINE_PERCENTILE,14,-0.10714285714285712,0.11126875838493817,-0.3215561224489797,0.10714285714285714,,,,,
COHORT,GSE54514,SIG003,T4,RAW_SCORE,14,-0.034403480581597264,,,,,,,,
COHORT,GSE54514,SIG004,T1,BASELINE_SD,31,0.2647687367363289,0.21153377255994568,-0.14827481213328988,0.6786488008705949,,,,,
COHORT,GSE54514,SIG004,T1,BASELINE_MAD,31,0.20132815832039844,0.16350090016235588,-0.11518003795589986,0.5161922298140549,,,,,
COHORT,GSE54514,SIG004,T1,HEALTHY_CONTROL_SD,31,0.23664741538878717,0.1888101856325741,-0.1362119752521567,0.6120704685323204,,,,,
COHORT,GSE54514,SIG004,T1,BASELINE_PERCENTILE,31,0.05202913631633715,0.062424276355756536,-0.06870447450572321,0.17793964620187305,,,,,
COHORT,GSE54514,SIG004,T1,RAW_SCORE,31,0.014830234997303363,,,,,,,,
COHORT,GSE54514,SIG004,T2,BASELINE_SD,28,0.34145689973471854,0.24345705922278485,-0.13913820219053563,0.8070930427541748,,,,,
COHORT,GSE54514,SIG004,T2,BASELINE_MAD,28,0.2596412613391125,0.17804548582112684,-0.1014774426411905,0.5931081637280234,,,,,
COHORT,GSE54514,SIG004,T2,HEALTHY_CONTROL_SD,28,0.3051904608713653,0.21355659272690958,-0.10296400795275226,0.7313735613880729,,,,,
COHORT,GSE54514,SIG004,T2,BASELINE_PERCENTILE,28,0.06505102040816327,0.06645086010990632,-0.06253188775510206,0.19518494897959165,,,,,
COHORT,GSE54514,SIG004,T2,RAW_SCORE,28,0.0191256948495374,,,,,,,,
COHORT,GSE54514,SIG004,T3,BASELINE_SD,18,0.06135947162628715,0.28626766064123055,-0.5057373315454866,0.6100519269444988,,,,,
COHORT,GSE54514,SIG004,T3,BASELINE_MAD,18,0.046657281257247996,0.21908375390433749,-0.3667926305955505,0.4863648995216955,,,,,
COHORT,GSE54514,SIG004,T3,HEALTHY_CONTROL_SD,18,0.05484242795796109,0.2570690471189427,-0.4343177480532354,0.5617009375563692,,,,,
COHORT,GSE54514,SIG004,T3,BASELINE_PERCENTILE,18,-0.04629629629629629,0.07701966148032677,-0.19444444444444448,0.10185185185185185,,,,,
COHORT,GSE54514,SIG004,T3,RAW_SCORE,18,0.003436868698113741,,,,,,,,
COHORT,GSE54514,SIG004,T4,BASELINE_SD,14,0.5811404654642642,0.3609953335841798,-0.15989480569355655,1.2648389443521983,,,,,
COHORT,GSE54514,SIG004,T4,BASELINE_MAD,14,0.4418948440800786,0.26983982811060786,-0.09738452150859397,0.9562709122241232,,,,,
COHORT,GSE54514,SIG004,T4,HEALTHY_CONTROL_SD,14,0.519417023418857,0.3133811573458934,-0.1161030288633769,1.143972470262747,,,,,
COHORT,GSE54514,SIG004,T4,BASELINE_PERCENTILE,14,0.08673469387755102,0.10421369749336261,-0.12244897959183668,0.28061224489795916,,,,,
COHORT,GSE54514,SIG004,T4,RAW_SCORE,14,0.03255085844164458,,,,,,,,
COHORT,GSE54514,SIG022,T1,BASELINE_SD,31,0.16584064246499516,0.16896171759467768,-0.15795420626463683,0.49105793133767967,,,,,
COHORT,GSE54514,SIG022,T1,BASELINE_MAD,31,0.13039471408589495,0.1290520735421222,-0.12176631666786836,0.3779891672299863,,,,,
COHORT,GSE54514,SIG022,T1,HEALTHY_CONTROL_SD,31,0.2912992162101885,0.2809967841420553,-0.26009884634336355,0.8208499039354016,,,,,
COHORT,GSE54514,SIG022,T1,BASELINE_PERCENTILE,31,0.014568158168574409,0.04592272224329373,-0.07286680541103016,0.10926118626430803,,,,,
