signature_id,time_window,factor,level,cohort_n,patient_n,pooled_delta_z,ci95_lower,ci95_upper,tau2,I2_percent,analysis_status,interaction_p
SIG033,T2,age_group,PEDIATRIC,1,30.0,-0.07439888632372413,,,,,DESCRIPTIVE_SINGLE_COHORT,
SIG033,T2,sample_group,WHOLE_BLOOD,5,146.0,-0.11974549888129696,-0.36451518902581515,0.12502419126322126,0.004190862366624555,18.539019733832227,FORMAL_SUBGROUP_META,
SIG033,T2,sample_group,PBL,0,0.0,,,,,,NOT_AVAILABLE,
SIG033,T2,clinical_group,SEPTIC_SHOCK,4,118.0,-0.08038071600058218,-0.3615300216070521,0.20076858960588778,0.0006574894487290712,8.979422784683887,FORMAL_SUBGROUP_META,
SIG033,T2,clinical_group,BROADER_SEPSIS,1,28.0,-0.3836645874501777,,,,,DESCRIPTIVE_SINGLE_COHORT,
SIG033,T2,case_grade,S1,0,0.0,,,,,,NOT_AVAILABLE,
SIG033,T2,case_grade,S2,5,146.0,-0.11974549888129696,-0.36451518902581515,0.12502419126322126,0.004190862366624555,18.539019733832227,FORMAL_SUBGROUP_META,
SIG034,T1,platform_class,MICROARRAY,4,172.0,0.0301771452166587,-0.12754572271830095,0.18790001315161836,0.0,0.0,FORMAL_SUBGROUP_META,
SIG034,T1,platform_class,RNASEQ,0,0.0,,,,,,NOT_AVAILABLE,
SIG034,T1,platform,AFFYMETRIX,2,48.0,0.07620081105638234,-0.6805705936334308,0.8329722157461954,0.0,0.0,FORMAL_SUBGROUP_META,
SIG034,T1,platform,AGILENT,1,93.0,0.03887786106008941,,,,,DESCRIPTIVE_SINGLE_COHORT,
SIG034,T1,platform,ILLUMINA,1,31.0,-0.2207005629437101,,,,,DESCRIPTIVE_SINGLE_COHORT,
SIG034,T1,platform,RNASEQ,0,0.0,,,,,,NOT_AVAILABLE,
SIG034,T1,age_group,ADULT,4,172.0,0.0301771452166587,-0.12754572271830095,0.18790001315161836,0.0,0.0,FORMAL_SUBGROUP_META,
SIG034,T1,age_group,PEDIATRIC,0,0.0,,,,,,NOT_AVAILABLE,
SIG034,T1,sample_group,WHOLE_BLOOD,3,79.0,0.019058094419983455,-0.3725191600753474,0.41063534891531434,0.0,0.0,FORMAL_SUBGROUP_META,
SIG034,T1,sample_group,PBL,1,93.0,0.03887786106008941,,,,,DESCRIPTIVE_SINGLE_COHORT,
SIG034,T1,clinical_group,SEPTIC_SHOCK,2,48.0,0.07620081105638234,-0.6805705936334308,0.8329722157461954,0.0,0.0,FORMAL_SUBGROUP_META,
SIG034,T1,clinical_group,BROADER_SEPSIS,2,124.0,-0.013985654643563885,-1.3422354869992499,1.314264177712122,0.006641210810304195,19.712424948643378,FORMAL_SUBGROUP_META,
SIG034,T1,clinical_group,INTERACTION_SEPTIC_SHOCK_VS_BROADER_SEPSIS,4,,0.09018646569994622,-0.14562503725593234,0.32599796865582475,,,FORMAL_INTERACTION,0.45349266130239485
SIG034,T1,case_grade,S1,0,0.0,,,,,,NOT_AVAILABLE,
SIG034,T1,case_grade,S2,4,172.0,0.0301771452166587,-0.12754572271830095,0.18790001315161836,0.0,0.0,FORMAL_SUBGROUP_META,
SIG034,T2,platform_class,MICROARRAY,4,115.0,-0.02698318337730212,-0.3008750673375233,0.24690870058291906,0.011265306597299587,20.2940126210988,FORMAL_SUBGROUP_META,
SIG034,T2,platform_class,RNASEQ,1,31.0,-0.21653473980379592,,,,,DESCRIPTIVE_SINGLE_COHORT,
SIG034,T2,platform,AFFYMETRIX,3,87.0,-0.03519559900542215,-0.5146137275955225,0.44422252958467817,0.018009780195802374,44.95452492493877,FORMAL_SUBGROUP_META,
SIG034,T2,platform,AGILENT,0,0.0,,,,,,NOT_AVAILABLE,
SIG034,T2,platform,ILLUMINA,1,28.0,0.0469647608142556,,,,,DESCRIPTIVE_SINGLE_COHORT,
SIG034,T2,platform,RNASEQ,1,31.0,-0.21653473980379592,,,,,DESCRIPTIVE_SINGLE_COHORT,
SIG034,T2,age_group,ADULT,4,116.0,-0.1366567889269722,-0.40535859553158976,0.13204501767764537,0.0,4.4665993030175475,FORMAL_SUBGROUP_META,
SIG034,T2,age_group,PEDIATRIC,1,30.0,0.060985738092450996,,,,,DESCRIPTIVE_SINGLE_COHORT,
SIG034,T2,sample_group,WHOLE_BLOOD,5,146.0,-0.07015611812957094,-0.2826444647980563,0.14233222853891442,0.008434309193682876,18.915976820016656,FORMAL_SUBGROUP_META,
SIG034,T2,sample_group,PBL,0,0.0,,,,,,NOT_AVAILABLE,
SIG034,T2,clinical_group,SEPTIC_SHOCK,4,118.0,-0.08201347807536542,-0.369678750907505,0.2056517947567742,0.011713157186666188,35.62096292572755,FORMAL_SUBGROUP_META,
SIG034,T2,clinical_group,BROADER_SEPSIS,1,28.0,0.0469647608142556,,,,,DESCRIPTIVE_SINGLE_COHORT,
SIG034,T2,case_grade,S1,0,0.0,,,,,,NOT_AVAILABLE,
SIG034,T2,case_grade,S2,5,146.0,-0.07015611812957094,-0.2826444647980563,0.14233222853891442,0.008434309193682876,18.915976820016656,FORMAL_SUBGROUP_META,
