signature_id,time_window,analysis_set,omitted_dataset,cohort_n,pooled_delta_z,ci95_lower,ci95_upper,tau2,I2_percent
SIG002,T2,STRICT_NEVER_USED,GSE110487,3,-0.7155334585703678,-1.1148964979271476,-0.31617041921358796,0.0,0.0
SIG002,T2,STRICT_NEVER_USED,GSE57065,3,-0.6663081670834609,-1.032901110847988,-0.29971522331893374,0.0,0.0
SIG002,T2,STRICT_NEVER_USED,GSE8121,3,-0.741876702364798,-1.0745651430588024,-0.4091882616707936,0.0,0.0
SIG002,T2,STRICT_NEVER_USED,GSE95233,3,-0.6427442880674593,-0.8889643233790688,-0.3965242527558498,0.0,0.0
SIG003,T1,ALL_COHORTS,GSE236713,3,-0.29886167403332364,-0.5999954748074111,0.0022721267407638246,0.0,0.0
SIG003,T1,ALL_COHORTS,GSE54514,3,-0.17308860011740615,-0.268709338680083,-0.0774678615547293,0.0,0.0
SIG003,T1,ALL_COHORTS,GSE57065,3,-0.2073184611890318,-0.5100173874589238,0.09538046508086018,0.0,0.0
SIG003,T1,ALL_COHORTS,GSE95233,3,-0.206698542149995,-0.5093025904609536,0.09590550616096355,0.0,0.0
SIG003,T1,PRIMARY_INDEPENDENT,GSE236713,2,-0.22335520684965895,-0.251008563333872,-0.19570185036544593,0.0,0.0
SIG003,T1,PRIMARY_INDEPENDENT,GSE57065,2,-0.16528218350134707,-0.5043018144890797,0.17373744748638562,0.0,0.0
SIG003,T1,PRIMARY_INDEPENDENT,GSE95233,2,-0.16447503573127367,-0.48193606938627176,0.1529859979237244,0.0,0.0
SIG003,T1,STRICT_NEVER_USED,GSE236713,2,-0.22335520684965895,-0.251008563333872,-0.19570185036544593,0.0,0.0
SIG003,T1,STRICT_NEVER_USED,GSE57065,2,-0.16528218350134707,-0.5043018144890797,0.17373744748638562,0.0,0.0
SIG003,T1,STRICT_NEVER_USED,GSE95233,2,-0.16447503573127367,-0.48193606938627176,0.1529859979237244,0.0,0.0
SIG003,T2,ALL_COHORTS,GSE110487,4,-0.8340271723599721,-1.5548797186520815,-0.11317462606786266,0.13858946855490042,66.77465747346332
SIG003,T2,ALL_COHORTS,GSE54514,4,-0.8986462115572165,-1.2237089928778342,-0.5735834302365987,0.0007519851137141779,0.0
SIG003,T2,ALL_COHORTS,GSE57065,4,-0.8187716054043285,-1.5209510343796642,-0.11659217642899267,0.1287240329807626,66.6090818936588
SIG003,T2,ALL_COHORTS,GSE8121,4,-0.7643732612817171,-1.3495354920015825,-0.17921103056185184,0.0802436863379376,62.30143325825572
SIG003,T2,ALL_COHORTS,GSE95233,4,-0.7088448084038725,-1.2445597564837785,-0.1731298603239665,0.04503285127164005,47.66129429202684
SIG003,T2,PRESPECIFIED_NON_PILOT_ONLY,GSE110487,2,-1.2092708227552689,-1.397265015057618,-1.0212766304529197,0.0,0.0
SIG003,T2,PRESPECIFIED_NON_PILOT_ONLY,GSE8121,2,-0.9444805094916825,-3.4995855616649343,1.610624542681569,0.044190131140740774,51.52297048246375
SIG003,T2,PRESPECIFIED_NON_PILOT_ONLY,GSE95233,2,-0.8297287803938345,-2.5062805328590434,0.8468229720713747,0.0,0.0
SIG003,T2,PRIMARY_INDEPENDENT,GSE110487,3,-1.0253146581116914,-1.6066884103636028,-0.4439409058597802,0.0,0.0
