signature_id,time_window,analysis_set,omitted_dataset,cohort_n,pooled_delta_z,ci95_lower,ci95_upper,tau2,I2_percent
SIG033,T2,STRICT_NEVER_USED,GSE8121,3,-0.1038192628430954,-0.7764846556942365,0.5688461300080457,0.036604404237499964,52.74405472535716
SIG034,T1,ALL_COHORTS,GSE236713,3,0.019058094419983455,-0.3725191600753474,0.41063534891531434,0.0,0.0
SIG034,T1,ALL_COHORTS,GSE54514,3,0.05332997551762063,-0.07226435458155246,0.17892430561679373,0.0,0.0
SIG034,T1,ALL_COHORTS,GSE57065,3,0.0058372694316109796,-0.23302262580613609,0.24469716466935804,0.0,0.0
SIG034,T1,ALL_COHORTS,GSE95233,3,0.034017111426076475,-0.24902434778712365,0.3170585706392766,0.0,0.0
SIG034,T1,PRIMARY_INDEPENDENT,GSE236713,3,0.019058094419983455,-0.3725191600753474,0.41063534891531434,0.0,0.0
SIG034,T1,PRIMARY_INDEPENDENT,GSE54514,3,0.05332997551762063,-0.07226435458155246,0.17892430561679373,0.0,0.0
SIG034,T1,PRIMARY_INDEPENDENT,GSE57065,3,0.0058372694316109796,-0.23302262580613609,0.24469716466935804,0.0,0.0
SIG034,T1,PRIMARY_INDEPENDENT,GSE95233,3,0.034017111426076475,-0.24902434778712365,0.3170585706392766,0.0,0.0
SIG034,T1,STRICT_NEVER_USED,GSE236713,3,0.019058094419983455,-0.3725191600753474,0.41063534891531434,0.0,0.0
SIG034,T1,STRICT_NEVER_USED,GSE54514,3,0.05332997551762063,-0.07226435458155246,0.17892430561679373,0.0,0.0
SIG034,T1,STRICT_NEVER_USED,GSE57065,3,0.0058372694316109796,-0.23302262580613609,0.24469716466935804,0.0,0.0
SIG034,T1,STRICT_NEVER_USED,GSE95233,3,0.034017111426076475,-0.24902434778712365,0.3170585706392766,0.0,0.0
SIG034,T2,ALL_COHORTS,GSE110487,4,-0.02698318337730212,-0.3008750673375233,0.24690870058291906,0.011265306597299587,20.2940126210988
SIG034,T2,ALL_COHORTS,GSE54514,4,-0.08201347807536542,-0.369678750907505,0.2056517947567742,0.011713157186666188,35.62096292572755
SIG034,T2,ALL_COHORTS,GSE57065,4,-0.10075928150292374,-0.3587165639713395,0.15719800096549202,0.00857675685305154,20.606915204145114
SIG034,T2,ALL_COHORTS,GSE8121,4,-0.1366567889269722,-0.40535859553158976,0.13204501767764537,0.0,4.4665993030175475
SIG034,T2,ALL_COHORTS,GSE95233,4,-0.012025562948639115,-0.2636979376685074,0.2396468117712292,0.0035554974916861,0.0
SIG034,T2,PRESPECIFIED_NON_PILOT_ONLY,GSE110487,2,-0.0830416400362869,-1.9450204150117378,1.7789371349391638,0.02724107745546685,63.40836343004713
SIG034,T2,PRESPECIFIED_NON_PILOT_ONLY,GSE8121,2,-0.22543305801255772,-0.32359208281991203,-0.12727403320520342,0.0,0.0
SIG034,T2,PRESPECIFIED_NON_PILOT_ONLY,GSE95233,2,-0.0654046854372143,-1.8215010860872078,1.6906917152127792,0.020098885203006765,52.19295628413917
SIG034,T2,PRIMARY_INDEPENDENT,GSE110487,4,-0.02698318337730212,-0.3008750673375233,0.24690870058291906,0.011265306597299587,20.2940126210988
SIG034,T2,PRIMARY_INDEPENDENT,GSE54514,4,-0.08201347807536542,-0.369678750907505,0.2056517947567742,0.011713157186666188,35.62096292572755
SIG034,T2,PRIMARY_INDEPENDENT,GSE57065,4,-0.10075928150292374,-0.3587165639713395,0.15719800096549202,0.00857675685305154,20.606915204145114
SIG034,T2,PRIMARY_INDEPENDENT,GSE8121,4,-0.1366567889269722,-0.40535859553158976,0.13204501767764537,0.0,4.4665993030175475
SIG034,T2,PRIMARY_INDEPENDENT,GSE95233,4,-0.012025562948639115,-0.2636979376685074,0.2396468117712292,0.0035554974916861,0.0
SIG034,T2,STRICT_NEVER_USED,GSE110487,4,-0.02698318337730212,-0.3008750673375233,0.24690870058291906,0.011265306597299587,20.2940126210988
SIG034,T2,STRICT_NEVER_USED,GSE54514,4,-0.08201347807536542,-0.369678750907505,0.2056517947567742,0.011713157186666188,35.62096292572755
SIG034,T2,STRICT_NEVER_USED,GSE57065,4,-0.10075928150292374,-0.3587165639713395,0.15719800096549202,0.00857675685305154,20.606915204145114
SIG034,T2,STRICT_NEVER_USED,GSE8121,4,-0.1366567889269722,-0.40535859553158976,0.13204501767764537,0.0,4.4665993030175475
SIG034,T2,STRICT_NEVER_USED,GSE95233,4,-0.012025562948639115,-0.2636979376685074,0.2396468117712292,0.0035554974916861,0.0
