signature_id,time_window,analysis_set,cohort_n,patient_n,pooled_delta_z,pooled_se,ci95_lower,ci95_upper,tau2,I2_percent,prediction_lower,prediction_upper,direction_consistency,p_value,cohorts,holm_adjusted_p
SIG034,T2,STRICT_NEVER_USED,5,146,-0.0701561181295709,0.0765325222064303,-0.2826444647980563,0.1423322285389144,0.0084343091936828,18.915976820016656,-0.4506087046200664,0.3102964683609245,0.4,0.4111758559479265,GSE110487;GSE54514;GSE57065;GSE8121;GSE95233,
SIG034,T3,ALL_COHORTS,1,18,0.0291980605304631,,,,,,,,1.0,,GSE54514,
SIG034,T3,PILOT_ONLY,1,18,0.0291980605304631,,,,,,,,1.0,,GSE54514,
SIG034,T3,PRIMARY_INDEPENDENT,1,18,0.0291980605304631,,,,,,,,1.0,,GSE54514,
SIG034,T3,STRICT_NEVER_USED,1,18,0.0291980605304631,,,,,,,,1.0,,GSE54514,
SIG034,T4,ALL_COHORTS,2,82,0.0139258980468915,0.2383103061110397,-3.014093642201784,3.041945438295567,0.0617930669293421,38.74583763440491,,,0.5,0.9628407532457705,GSE236713;GSE54514,
SIG034,T4,PILOT_ONLY,1,14,0.4478031419917102,,,,,,,,1.0,,GSE54514,
SIG034,T4,PRESPECIFIED_VALIDATION_ONLY,1,68,-0.1169678116171265,,,,,,,,1.0,,GSE236713,
SIG034,T4,PRIMARY_INDEPENDENT,2,82,0.0139258980468915,0.2383103061110397,-3.014093642201784,3.041945438295567,0.0617930669293421,38.74583763440491,,,0.5,0.9628407532457705,GSE236713;GSE54514,
SIG034,T4,STRICT_NEVER_USED,2,82,0.0139258980468915,0.2383103061110397,-3.014093642201784,3.041945438295567,0.0617930669293421,38.74583763440491,,,0.5,0.9628407532457705,GSE236713;GSE54514,
