signature_id,time_window,analysis_set,cohort_n,patient_n,pooled_delta_z,pooled_se,ci95_lower,ci95_upper,tau2,I2_percent,prediction_lower,prediction_upper,direction_consistency,p_value,cohorts,holm_adjusted_p
SIG023,T1,PRIMARY_INDEPENDENT,4,172,0.046809026563166246,0.1791886511659646,-0.5234492342888285,0.6170672874151609,0.10263272310330822,85.57300724556744,-1.5325710495848452,1.6261891027111777,0.5,0.8108238812699943,GSE236713;GSE54514;GSE57065;GSE95233,
SIG023,T1,STRICT_NEVER_USED,4,172,0.046809026563166246,0.1791886511659646,-0.5234492342888285,0.6170672874151609,0.10263272310330822,85.57300724556744,-1.5325710495848452,1.6261891027111777,0.5,0.8108238812699943,GSE236713;GSE54514;GSE57065;GSE95233,
SIG023,T2,ALL_COHORTS,5,146,-0.052610527090989775,0.07970630324856988,-0.273910702598893,0.16868964841691347,0.015181132669466297,44.117593692496605,-0.5196200460702431,0.41439899188826357,0.6,0.545289769651606,GSE110487;GSE54514;GSE57065;GSE8121;GSE95233,
SIG023,T2,PILOT_ONLY,2,54,0.04751985075031211,0.16052945867595245,-1.9922003174149554,2.0872400189155798,0.023638960538921693,44.144928797196314,,,0.5,0.8167802091186335,GSE54514;GSE57065,
SIG023,T2,PRESPECIFIED_NON_PILOT_ONLY,3,92,-0.10183853021186554,0.09423138176643107,-0.5072834421922394,0.3036063817685084,0.013599528062557306,47.64005901549923,-2.006883046757986,1.8032059863342549,0.6666666666666666,0.39280838169074217,GSE110487;GSE8121;GSE95233,
SIG023,T2,PRIMARY_INDEPENDENT,5,146,-0.052610527090989775,0.07970630324856988,-0.273910702598893,0.16868964841691347,0.015181132669466297,44.117593692496605,-0.5196200460702431,0.41439899188826357,0.6,0.545289769651606,GSE110487;GSE54514;GSE57065;GSE8121;GSE95233,
SIG023,T2,STRICT_NEVER_USED,5,146,-0.052610527090989775,0.07970630324856988,-0.273910702598893,0.16868964841691347,0.015181132669466297,44.117593692496605,-0.5196200460702431,0.41439899188826357,0.6,0.545289769651606,GSE110487;GSE54514;GSE57065;GSE8121;GSE95233,
SIG023,T3,ALL_COHORTS,1,18,-0.6630697001033902,,,,,,,,1.0,,GSE54514,
SIG023,T3,PILOT_ONLY,1,18,-0.6630697001033902,,,,,,,,1.0,,GSE54514,
SIG023,T3,PRIMARY_INDEPENDENT,1,18,-0.6630697001033902,,,,,,,,1.0,,GSE54514,
